LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,,
ID19200,19200,0,1.0,5.633920125896077,6.04727265146631,0.0,0.4649849683046341,22,3.2719080657540776,1,,31933.53652392947,32206.0,26062.0,45384.0,8.8743298E7,1342.7144381030657,-0.9769850661560793,-2019.1637882283082,-0.0014360752925860196,-0.0025424913809495822,3.336539739817475,3.227322852231836,-1.2874711857390428,1.0338413268787505,33.63195067263902,21.161996606377393,0.9437319114740725,0.9854635702889564,3.6490567009985417
ID19201,19201,0,1.0,5.64405520283897,6.023960601524561,0.0,0.48612064868211746,23,3.274261533467662,1,,31945.644779332615,32263.0,25708.0,35570.0,8.9032512E7,1126.0785982565242,-0.9769797317291723,-2407.9536489680095,0.0030415574091296853,-0.004409872042436204,3.3346060013481726,3.2567073355457783,-1.2931990961304702,1.0239194553812554,33.680350673607016,21.682857430846063,0.9002299140818655,0.981661082701464,3.736183618502396
ID19202,19202,0,1.0,5.640126646274077,6.007400468041369,0.0,0.5072563290596008,24,3.2710250788089046,1,,31955.37297297297,32253.0,26436.0,35044.0,8.867616E7,1106.839319255162,-0.9769809824212601,-2450.6914372146025,0.002919232719595145,-0.0038379338010818944,3.313642144929667,3.256919560420936,-1.2136389758158084,1.0174160225502775,33.613800672276,21.030743252008158,0.9550326990896862,0.990374331550802,3.62740302846313
ID19203,19203,0,1.0,5.634973082783824,6.026536954109402,0.0,0.5283920094370842,25,3.2724965913574975,1,,31960.02192667146,32223.0,25196.0,36999.0,8.8912781E7,1079.1923031633091,-0.9769105349145506,-2505.9889189849814,0.0024816620982186875,-0.0018024448855724824,3.323753578312387,3.251075258785305,-1.3823007408883177,1.0223551636741368,33.64405067288101,21.106906241671876,0.9490060486325198,0.9887980085348504,3.638902687911003
ID19204,19204,0,1.0,5.66286330449188,6.104421494311806,0.0,0.5495276898145676,26,3.277200991401852,1,,31896.297423049393,32182.0,20471.0,41336.0,8.9118255E7,1469.3545172629936,-0.9769214163414759,-1837.7826767673657,0.01585917610666338,-0.033009126866395316,3.4267850415528898,3.203140715573789,1.810673760902062,1.0698203250615042,33.74085067481701,22.587679235475417,0.8310414167824265,0.9765365084923834,3.888602918956744
ID19205,19205,0,1.0,5.657516792598329,6.142515892798417,0.0,0.5706633701920509,27,3.2624772176290993,1,,31941.159016985905,32181.0,19748.0,39121.0,8.8381187E7,1483.246640251707,-0.9769087344356892,-1822.105629550236,-0.001924730439583193,-0.03780679596925244,3.426808503933523,3.1774018816731937,1.790151594959102,1.0784938863726592,33.438350668767015,22.226698960628358,0.8505596516602362,0.9759844605332862,3.843727080292489
ID19209,19209,0,1.0,5.593465160863889,6.23124640199036,0.0,0.5917990505695343,28,3.2438301096086213,1,,31963.757420300477,32099.0,26926.0,36302.0,8.7229094E7,1066.9308961570905,-0.9768927747351556,-2533.090052655241,0.012105197439280931,-0.018175640765573743,3.3151979730774177,3.213588173326085,-1.2350849575026954,1.0316187993827988,33.05720066114401,21.50008288148047,0.8986605348522055,0.9816744520301834,3.73944454464918
