motion_mode,residence_time,bug_capsule_pair_index,inner_diameter,body_length
Circling,209,159,8.03000803000803,1.67
Stop,58,159,8.03000803000803,1.67
Circling,71,159,8.03000803000803,1.67
Away_from_surface somersault,269,159,8.03000803000803,1.67
Stuck_on_hole,41,159,8.03000803000803,1.67
Circling,61,159,8.03000803000803,1.67
Away_from_surface somersault,14,159,8.03000803000803,1.67
Stop,143,159,8.03000803000803,1.67
Shaking,96,160,4.180004180004181,1.53
Skating,368,161,4.51000451000451,1.49
Shaking,42,161,4.51000451000451,1.49
Shaking,37,162,4.7300047300047305,1.52
Circling,108,162,4.7300047300047305,1.52
Skating,324,163,4.180004180004181,1.4
Shaking,13,163,4.180004180004181,1.4
Linear,1,163,4.180004180004181,1.4
Stuck_on_hole,13,163,4.180004180004181,1.4
Skating,176,163,4.180004180004181,1.4
Shaking,14,163,4.180004180004181,1.4
Linear,2,163,4.180004180004181,1.4
Stuck_on_hole,11,163,4.180004180004181,1.4
Skating,135,163,4.180004180004181,1.4
Shaking,43,163,4.180004180004181,1.4
Shaking,32,164,4.7300047300047305,1.55
Linear,1,164,4.7300047300047305,1.55
Stuck_on_hole,13,164,4.7300047300047305,1.55
Skating,71,164,4.7300047300047305,1.55
Shaking,15,164,4.7300047300047305,1.55
Skating,226,164,4.7300047300047305,1.55
Shaking,72,164,4.7300047300047305,1.55
Shaking,59,165,4.4000044000044,1.82
Circling,343,165,4.4000044000044,1.82
Shaking,90,166,4.07000407000407,1.86
Near_surface spinning,163,166,4.07000407000407,1.86
Shaking,163,166,4.07000407000407,1.86
Circling,36,167,9.9000099000099,2.16
Away_from_surface somersault,4,167,9.9000099000099,2.16
Stuck_on_hole,52,167,9.9000099000099,2.16
Circling,101,167,9.9000099000099,2.16
Away_from_surface somersault,23,167,9.9000099000099,2.16
Stuck_on_hole,135,167,9.9000099000099,2.16
Circling,17,167,9.9000099000099,2.16
Away_from_surface somersault,180,167,9.9000099000099,2.16
Circling,45,167,9.9000099000099,2.16
Away_from_surface somersault,201,168,8.14000814000814,1.58
Stuck_on_hole,137,168,8.14000814000814,1.58
Circling,42,168,8.14000814000814,1.58
Away_from_surface somersault,31,168,8.14000814000814,1.58
Circling,312,168,8.14000814000814,1.58
Away_from_surface somersault,86,169,8.580008580008581,1.82
Circling,125,169,8.580008580008581,1.82
Away_from_surface somersault,105,169,8.580008580008581,1.82
Stuck_on_hole,17,169,8.580008580008581,1.82
Circling,182,169,8.580008580008581,1.82
Away_from_surface somersault,30,169,8.580008580008581,1.82
Circling,165,169,8.580008580008581,1.82
Shaking,60,170,4.7300047300047305,1.54
Circling,86,170,4.7300047300047305,1.54
Shaking,52,170,4.7300047300047305,1.54
Circling,19,170,4.7300047300047305,1.54
Shaking,94,170,4.7300047300047305,1.54
Circling,514,170,4.7300047300047305,1.54
Shaking,45,170,4.7300047300047305,1.54
Skating,592,172,7.59000759000759,1.43
Away_from_surface somersault,84,172,7.59000759000759,1.43
Shaking,57,173,4.62000462000462,1.54
Circling,240,173,4.62000462000462,1.54
Shaking,30,173,4.62000462000462,1.54
Circling,25,173,4.62000462000462,1.54
Shaking,279,173,4.62000462000462,1.54
Shaking,414,174,3.8500038500038505,1.68
Linear,2,174,3.8500038500038505,1.68
Stuck_on_hole,96,174,3.8500038500038505,1.68
Linear,1,175,3.7400037400037403,1.91
Stuck_on_hole,8,175,3.7400037400037403,1.91
Near_surface spinning,76,175,3.7400037400037403,1.91
Stuck_on_hole,188,175,3.7400037400037403,1.91
Shaking,1,175,3.7400037400037403,1.91
Shaking,87,176,4.62000462000462,1.61
Near_surface spinning,71,176,4.62000462000462,1.61
Skating,146,177,4.62000462000462,1.43
Shaking,9,177,4.62000462000462,1.43
Linear,1,177,4.62000462000462,1.43
Stuck_on_hole,27,177,4.62000462000462,1.43
Skating,19,177,4.62000462000462,1.43
Shaking,1,177,4.62000462000462,1.43
Linear,1,177,4.62000462000462,1.43
Stuck_on_hole,26,177,4.62000462000462,1.43
Skating,169,177,4.62000462000462,1.43
Shaking,66,177,4.62000462000462,1.43
Skating,197,177,4.62000462000462,1.43
Shaking,14,177,4.62000462000462,1.43
Skating,36,177,4.62000462000462,1.43
Shaking,27,177,4.62000462000462,1.43
Skating,64,177,4.62000462000462,1.43
Shaking,31,177,4.62000462000462,1.43
Skating,174,178,4.7300047300047305,1.39
Shaking,42,178,4.7300047300047305,1.39
Skating,34,178,4.7300047300047305,1.39
Shaking,56,178,4.7300047300047305,1.39
Skating,230,178,4.7300047300047305,1.39
Shaking,49,178,4.7300047300047305,1.39
Skating,74,178,4.7300047300047305,1.39
Shaking,48,178,4.7300047300047305,1.39
Circling,11,179,3.9600039600039603,1.47
Near_surface spinning,19,179,3.9600039600039603,1.47
Circling,57,179,3.9600039600039603,1.47
Shaking,80,179,3.9600039600039603,1.47
Near_surface spinning,128,179,3.9600039600039603,1.47
Circling,76,179,3.9600039600039603,1.47
Shaking,47,179,3.9600039600039603,1.47
Near_surface spinning,220,179,3.9600039600039603,1.47
Circling,59,179,3.9600039600039603,1.47
Near_surface spinning,65,179,3.9600039600039603,1.47
Circling,78,179,3.9600039600039603,1.47
Shaking,29,180,3.8500038500038505,1.65
Circling,18,180,3.8500038500038505,1.65
Shaking,5,180,3.8500038500038505,1.65
Linear,1,180,3.8500038500038505,1.65
Stuck_on_hole,28,180,3.8500038500038505,1.65
Circling,238,180,3.8500038500038505,1.65
Shaking,71,180,3.8500038500038505,1.65
Circling,312,180,3.8500038500038505,1.65
Near_surface spinning,141,181,4.51000451000451,1.83
Shaking,17,181,4.51000451000451,1.83
Near_surface spinning,72,181,4.51000451000451,1.83
Shaking,46,181,4.51000451000451,1.83
Near_surface spinning,37,181,4.51000451000451,1.83
Shaking,38,181,4.51000451000451,1.83
Near_surface spinning,184,181,4.51000451000451,1.83
Shaking,54,181,4.51000451000451,1.83
Near_surface spinning,57,181,4.51000451000451,1.83
Shaking,63,181,4.51000451000451,1.83
Near_surface spinning,40,181,4.51000451000451,1.83
Shaking,36,181,4.51000451000451,1.83
Near_surface spinning,61,181,4.51000451000451,1.83
Shaking,71,182,3.9600039600039603,1.63
Near_surface spinning,30,182,3.9600039600039603,1.63
Shaking,114,182,3.9600039600039603,1.63
Near_surface spinning,20,182,3.9600039600039603,1.63
Shaking,205,182,3.9600039600039603,1.63
Near_surface spinning,103,182,3.9600039600039603,1.63
Shaking,87,182,3.9600039600039603,1.63
Near_surface spinning,89,182,3.9600039600039603,1.63
Shaking,109,183,4.4000044000044,1.7
Skating,132,183,4.4000044000044,1.7
Shaking,73,183,4.4000044000044,1.7
Skating,130,183,4.4000044000044,1.7
Shaking,251,183,4.4000044000044,1.7
Skating,26,183,4.4000044000044,1.7
Shaking,141,183,4.4000044000044,1.7
Shaking,60,184,4.51000451000451,1.48
Skating,27,184,4.51000451000451,1.48
Shaking,46,184,4.51000451000451,1.48
Skating,311,184,4.51000451000451,1.48
Shaking,60,184,4.51000451000451,1.48
Skating,45,184,4.51000451000451,1.48
Shaking,58,184,4.51000451000451,1.48
Skating,40,184,4.51000451000451,1.48
Shaking,138,184,4.51000451000451,1.48
Shaking,74,185,4.2900042900042905,1.39
Away_from_surface somersault,40,186,7.370007370007371,1.56
Circling,30,186,7.370007370007371,1.56
Away_from_surface somersault,35,186,7.370007370007371,1.56
Circling,256,186,7.370007370007371,1.56
Away_from_surface somersault,131,187,7.810007810007811,1.52
Circling,112,187,7.810007810007811,1.52
Away_from_surface somersault,59,187,7.810007810007811,1.52
Circling,188,187,7.810007810007811,1.52
Away_from_surface somersault,289,187,7.810007810007811,1.52
Skating,76,188,7.370007370007371,1.5
Away_from_surface somersault,35,188,7.370007370007371,1.5
Skating,56,188,7.370007370007371,1.5
Away_from_surface somersault,113,188,7.370007370007371,1.5
Skating,27,188,7.370007370007371,1.5
Away_from_surface somersault,63,188,7.370007370007371,1.5
Skating,59,188,7.370007370007371,1.5
Away_from_surface somersault,49,188,7.370007370007371,1.5
Skating,18,188,7.370007370007371,1.5
Away_from_surface somersault,43,188,7.370007370007371,1.5
Skating,53,188,7.370007370007371,1.5
Away_from_surface somersault,50,188,7.370007370007371,1.5
Skating,88,188,7.370007370007371,1.5
Near_surface spinning,364,189,3.4100034100034105,1.63
Shaking,48,189,3.4100034100034105,1.63
Near_surface spinning,23,189,3.4100034100034105,1.63
Shaking,88,189,3.4100034100034105,1.63
Near_surface spinning,46,189,3.4100034100034105,1.63
Shaking,151,189,3.4100034100034105,1.63
Shaking,69,190,3.9600039600039603,1.54
Near_surface spinning,58,190,3.9600039600039603,1.54
Shaking,110,190,3.9600039600039603,1.54
Near_surface spinning,92,190,3.9600039600039603,1.54
Shaking,71,190,3.9600039600039603,1.54
Near_surface spinning,47,190,3.9600039600039603,1.54
Shaking,51,190,3.9600039600039603,1.54
Near_surface spinning,63,190,3.9600039600039603,1.54
Shaking,87,190,3.9600039600039603,1.54
Near_surface spinning,126,190,3.9600039600039603,1.54
Circling,54,191,7.700007700007701,1.4
Away_from_surface somersault,118,191,7.700007700007701,1.4
Circling,122,191,7.700007700007701,1.4
Away_from_surface somersault,58,191,7.700007700007701,1.4
Circling,273,191,7.700007700007701,1.4
Away_from_surface somersault,52,191,7.700007700007701,1.4
Circling,158,191,7.700007700007701,1.4
Away_from_surface somersault,32,191,7.700007700007701,1.4
Away_from_surface somersault,130,192,7.4800074800074805,1.65
Skating,87,193,8.25000825000825,1.66
Away_from_surface somersault,193,193,8.25000825000825,1.66
Skating,34,193,8.25000825000825,1.66
Away_from_surface somersault,32,193,8.25000825000825,1.66
Skating,136,193,8.25000825000825,1.66
Away_from_surface somersault,55,193,8.25000825000825,1.66
Skating,236,193,8.25000825000825,1.66
Circling,138,194,7.9200079200079205,1.79
Away_from_surface somersault,49,194,7.9200079200079205,1.79
Circling,109,194,7.9200079200079205,1.79
Away_from_surface somersault,19,194,7.9200079200079205,1.79
Circling,101,194,7.9200079200079205,1.79
Away_from_surface somersault,149,194,7.9200079200079205,1.79
Away_from_surface somersault,80,195,8.8000088000088,1.88
Circling,77,195,8.8000088000088,1.88
Away_from_surface somersault,175,195,8.8000088000088,1.88
Circling,295,195,8.8000088000088,1.88
Away_from_surface somersault,48,195,8.8000088000088,1.88
Away_from_surface somersault,78,196,7.810007810007811,1.58
Shaking,19,197,3.4100034100034105,1.76
Near_surface spinning,83,197,3.4100034100034105,1.76
Shaking,17,197,3.4100034100034105,1.76
Away_from_surface somersault,56,198,8.360008360008361,1.55
Circling,60,198,8.360008360008361,1.55
Away_from_surface somersault,36,198,8.360008360008361,1.55
Circling,41,198,8.360008360008361,1.55
Away_from_surface somersault,78,198,8.360008360008361,1.55
Circling,422,198,8.360008360008361,1.55
Away_from_surface somersault,57,198,8.360008360008361,1.55
Circling,126,198,8.360008360008361,1.55
Shaking,143,199,4.07000407000407,1.5
Skating,120,199,4.07000407000407,1.5
Shaking,144,199,4.07000407000407,1.5
Skating,61,199,4.07000407000407,1.5
Shaking,61,199,4.07000407000407,1.5
Skating,34,199,4.07000407000407,1.5
Shaking,56,199,4.07000407000407,1.5
Skating,85,199,4.07000407000407,1.5
Near_surface spinning,148,200,7.370007370007371,1.52
Circling,290,200,7.370007370007371,1.52
Near_surface spinning,74,200,7.370007370007371,1.52
