Filename,Seq_index,Time_label,Index,Name,X,Y,Width,Height,Z,"Forward/Backward/cannot tell/brownian/attached (F/B/N/I/A; if both F/B within 5 frames, labled as F, B)",weight,category,sum,description,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,12,0025-0802-0285,264,788,42,28,25,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,13,0025-0663-1013,1006,646,14,34,25,N,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,14,0025-0670-0943,932,656,22,28,25,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,15,0025-0395-0965,950,380,30,30,25,B,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,16,0028-0638-0841,826,626,30,24,28,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,17,0028-0769-0760,738,742,44,54,28,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,18,0025-0334-0929,908,320,42,28,25,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,19,0025-0360-1038,1022,342,32,36,25,B,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,20,0033-0481-0761,748,460,26,42,33,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,21,0033-0191-0754,742,174,24,34,33,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,22,0035-0488-0445,430,472,30,32,35,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,23,0035-0599-0499,488,578,22,42,35,B,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,24,0035-0709-0552,540,696,24,26,35,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,25,0035-0577-0610,604,556,12,42,35,B,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,26,0037-0536-0732,722,524,20,24,37,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,27,0038-0673-0744,726,654,36,38,38,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,28,0038-1133-0801,792,1120,18,26,38,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,29,0038-1233-0832,820,1220,24,26,38,B,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,30,0040-0681-1055,1040,664,30,34,40,B,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,31,0041-0465-1251,1240,450,22,30,41,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,32,0043-0802-0764,754,780,20,44,43,B,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,33,0048-0465-0638,626,452,24,26,48,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,34,0048-0524-0605,582,510,46,28,48,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,35,0048-0408-0848,836,392,24,32,48,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,36,0048-0554-0300,288,540,24,28,48,F,1,,,,,,,
ROI__Seq02_18.00s.tif.csv,Seq02,18.00s,37,0048-0911-0478,462,898,32,26,48,N,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,0,0023-0679-0427,410,668,34,22,23,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,1,0023-0993-0576,564,980,24,26,23,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,2,0023-0971-0970,956,954,28,34,23,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,3,0023-0897-0782,770,884,24,26,23,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,4,0023-0857-0800,792,844,16,26,23,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,5,0022-0781-0938,922,754,32,54,22,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,6,0023-0990-0496,478,974,36,32,23,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,7,0023-0932-0504,488,916,32,32,23,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,8,0026-0635-0529,518,612,22,46,26,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,9,0026-0554-0729,714,538,30,32,26,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,10,0026-0655-1180,1166,646,28,18,26,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,11,0026-0672-1120,1104,660,32,24,26,N,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,12,0020-0735-0972,966,722,12,26,20,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,13,0020-0701-1019,1004,688,30,26,20,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,14,0020-0466-1080,1060,440,40,52,20,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,15,0030-0828-0813,798,816,30,24,30,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,16,0028-0441-0727,710,422,34,38,28,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,17,0028-0643-0589,568,624,42,38,28,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,18,0031-0378-0893,874,358,38,40,31,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,19,0029-0862-0561,550,848,22,28,29,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,20,0034-0837-1099,1080,824,38,26,34,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,21,0034-0990-0934,916,974,36,32,34,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,22,0035-0528-0479,464,506,30,44,35,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,23,0034-0588-0239,220,576,38,24,34,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,24,0046-1054-0402,390,1038,24,32,46,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,25,0046-1219-0570,550,1198,40,42,46,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,26,0045-1138-1006,996,1122,20,32,45,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,27,0044-0771-1200,1184,758,32,26,44,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,28,0043-1039-0647,622,1022,50,34,43,B,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,29,0042-0725-0458,438,706,40,38,42,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,30,0042-0430-0238,226,414,24,32,42,F,1,,,,,,,
ROI__Seq02_4.50s.tif.csv,Seq02,4.50s,31,0042-0337-1098,1084,322,28,30,42,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,0,0025-0466-0931,916,446,30,40,25,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,1,0025-0493-0386,366,476,40,34,25,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,2,0023-0280-0856,842,268,28,24,23,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,3,0023-0320-0819,810,310,18,20,23,N,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,4,0022-0406-0738,714,390,48,32,22,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,5,0021-0251-0512,500,238,24,26,21,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,6,0025-0600-0429,402,580,54,40,25,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,7,0025-0651-0952,932,630,40,42,25,N,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,8,0025-0712-1029,998,688,62,48,25,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,9,0025-0851-1018,1002,830,32,42,25,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,10,0025-0921-0626,614,908,24,26,25,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,11,0025-0787-0518,494,768,48,38,25,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,12,0026-0921-0558,542,900,32,42,26,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,13,0026-0993-0987,974,978,26,30,26,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,14,0026-1229-0842,828,1208,28,42,26,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,15,0026-1139-0510,492,1120,36,38,26,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,16,0029-0990-0527,514,980,26,20,29,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,17,0029-1012-1015,996,1004,38,16,29,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,18,0031-0989-1227,1214,972,26,34,31,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,19,0036-0728-0885,870,714,30,28,36,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,20,0041-0639-0800,794,626,12,26,41,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,21,0039-0621-0446,438,608,16,26,39,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,22,0045-0587-0699,686,572,26,30,45,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,23,0045-0745-0574,556,726,36,38,45,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,24,0046-0575-1173,1162,566,22,18,46,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,25,0046-1014-0504,486,998,36,32,46,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,26,0049-0232-0806,790,210,32,44,49,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,27,0050-0389-0589,576,374,26,30,50,B,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,28,0046-0796-0364,346,780,36,32,46,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,29,0045-0690-0340,330,678,20,24,45,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,30,0046-0515-1217,1204,504,26,22,46,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,31,0042-0816-1093,1082,800,22,32,42,F,1,,,,,,,
ROI__Seq02_9.00s.tif.csv,Seq02,9.00s,32,0041-1199-0877,860,1186,34,26,41,F,1,,,,,,,
