Filename,Seq_index,Time_label,Index,Name,X,Y,Width,Height,Z,"Forward/Backward/cannot tell/brownian/attached (F/B/N/I/A; if both F/B within 5 frames, labled as F, B)",weight,category,sum,description
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,7,0570-0765,752,552,26,36,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,8,0482-1036,1028,472,16,20,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,9,0559-1024,1012,540,24,38,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,10,0871-0378,366,860,24,22,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,11,1115-0339,316,1098,46,34,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,12,0976-0561,546,966,30,20,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,13,0922-0585,576,910,18,24,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,14,0710-0775,766,698,18,24,0,,1,,,
ROI_20240703_191751_706_Seq01_57.00s.tif.csv,Seq01,57.00s,15,0761-0846,838,746,16,30,0,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,0,0001-0338-0075,64,326,22,24,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,1,0001-0317-0372,358,302,28,30,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,2,0001-0255-0522,506,238,32,34,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,3,0001-0334-0553,542,320,22,28,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,4,0001-0405-0533,510,386,46,38,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,5,0001-0257-0754,722,232,64,50,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,6,0003-0375-0913,902,362,22,26,3,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,7,0003-0368-0994,974,356,40,24,3,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,8,0003-0111-1172,1156,98,32,26,3,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,9,0003-0228-1139,1128,212,22,32,3,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,10,0001-0578-1008,992,562,32,32,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,11,0001-0595-1067,1056,578,22,34,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,12,0001-0780-0120,100,764,40,32,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,13,0001-0737-0223,200,718,46,38,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,14,0003-0666-0364,356,658,16,16,3,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,15,0001-0783-0647,634,768,26,30,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,16,0001-0878-0694,678,866,32,24,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,17,0001-0716-0908,892,700,32,32,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,18,0001-0808-0931,908,786,46,44,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,19,0001-0842-0961,950,828,22,28,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,20,0006-0857-0875,864,844,22,26,6,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,21,0006-0895-0856,846,882,20,26,6,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,22,0001-0939-0426,408,928,36,22,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,23,0001-1085-0526,512,1070,28,30,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,24,0001-1088-0723,706,1074,34,28,1,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,25,0004-1047-0749,738,1034,22,26,4,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,26,0004-1040-0824,812,1024,24,32,4,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,27,0008-1015-0997,982,996,30,38,8,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,28,0008-1058-1160,1148,1048,24,20,8,,1,,,
ROI_20240703_191751_706_Seq02_0.00s.tif.csv,Seq02,0.00s,29,0008-0949-1172,1158,934,28,30,8,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,0,0001-0328-0173,150,314,46,28,1,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,1,0001-0274-0074,56,260,36,28,1,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,2,0001-0488-0120,90,466,60,44,1,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,3,0001-0521-0038,26,510,24,22,1,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,4,0001-0396-0357,340,382,34,28,1,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,5,0001-0378-0499,480,366,38,24,1,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,6,0003-0109-0642,626,94,32,30,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,7,0001-0092-0789,780,82,18,20,1,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,8,0002-0543-0740,722,530,36,26,2,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,9,0003-0659-0043,30,644,26,30,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,10,0003-0719-0040,28,702,24,34,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,11,0002-0824-0174,156,814,36,20,2,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,12,0003-0916-0146,128,906,36,20,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,13,0003-1055-0224,208,1042,32,26,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,14,0003-0749-0595,584,738,22,22,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,15,0003-0785-0721,712,774,18,22,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,16,0003-0903-0727,720,892,14,22,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,17,0002-1031-0739,728,1014,22,34,2,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,18,0003-0696-0850,828,678,44,36,3,,1,,,
ROI_20240703_191751_706_Seq02_14.25s.tif.csv,Seq02,14.25s,19,0003-0666-0936,914,644,44,44,3,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,0,0001-0151-0111,92,134,38,34,1,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,1,0001-0132-0426,410,114,32,36,1,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,2,0001-0202-0630,618,188,24,28,1,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,3,0001-0212-0712,698,200,28,24,1,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,4,0001-0397-0428,406,380,44,34,1,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,5,0001-0371-0291,280,360,22,22,1,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,6,0004-0303-0905,886,282,38,42,4,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,7,0004-0395-0892,866,370,52,50,4,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,8,0004-0165-1018,1006,150,24,30,4,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,9,0002-0498-1048,1038,480,20,36,2,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,10,0008-0479-0256,242,462,28,34,8,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,11,0008-0409-0593,584,396,18,26,8,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,12,0009-0628-0485,468,618,34,20,9,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,13,0009-0617-0806,792,602,28,30,9,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,14,0010-0617-0930,916,602,28,30,10,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,15,0014-0662-0301,292,650,18,24,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,16,0014-0752-0534,524,740,20,24,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,17,0016-0852-0590,572,840,36,24,16,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,18,0016-0892-0554,542,882,24,20,16,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,19,0016-0904-0155,142,892,26,24,16,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,20,0014-0966-0343,324,954,38,24,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,21,0014-0981-0399,380,970,38,22,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,22,0014-1066-0296,272,1054,48,24,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,23,0014-1045-0636,624,1036,24,18,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,24,0014-1056-0520,502,1044,36,24,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,25,0014-1119-0521,502,1110,38,18,14,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,26,0016-1159-0629,606,1140,46,38,16,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,27,0016-1022-0816,802,1012,28,20,16,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,28,0017-1064-1066,1056,1052,20,24,17,,1,,,
ROI_20240703_191751_706_Seq02_28.50s.tif.csv,Seq02,28.50s,29,0017-1147-1104,1094,1136,20,22,17,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,0,0001-0156-0087,64,132,46,48,1,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,1,0001-0143-0357,342,128,30,30,1,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,2,0001-0242-0235,212,226,46,32,1,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,3,0004-0325-0253,242,316,22,18,4,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,4,0004-0386-0318,300,376,36,20,4,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,5,0006-0179-0634,620,158,28,42,6,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,6,0007-0314-0658,646,296,24,36,7,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,7,0008-0431-0631,618,422,26,18,8,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,8,0008-0482-0769,758,468,22,28,8,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,9,0009-0529-1057,1044,516,26,26,9,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,10,0009-0572-0929,916,560,26,24,9,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,11,0009-0628-0954,936,610,36,36,9,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,12,0008-0767-0620,604,744,32,46,8,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,13,0010-0860-0114,102,844,24,32,10,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,14,0011-0965-0674,664,954,20,22,11,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,15,0011-1020-0774,764,1006,20,28,11,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,16,0010-0960-0750,734,944,32,32,10,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,17,0010-0970-0830,814,960,32,20,10,,1,,,
ROI_20240703_191751_706_Seq02_42.75s.tif.csv,Seq02,42.75s,18,0010-1097-0484,470,1082,28,30,10,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,0,0003-0435-0192,174,414,36,42,3,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,1,0003-0543-0259,238,530,42,26,3,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,2,0003-0742-0086,72,732,28,20,3,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,3,0002-0860-0207,190,842,34,36,2,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,4,0006-0304-0268,256,286,24,36,6,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,5,0003-0823-0498,482,804,32,38,3,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,6,0002-0234-0520,508,220,24,28,2,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,7,0003-0293-0730,714,280,32,26,3,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,8,0003-1052-0105,90,1036,30,32,3,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,9,0003-0437-0825,806,424,38,26,3,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,10,0005-0323-0927,908,302,38,42,5,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,11,0005-0493-1126,1112,482,28,22,5,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,12,0005-0517-1079,1070,506,18,22,5,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,13,0005-0631-1095,1078,614,34,34,5,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,14,0006-0860-1080,1068,844,24,32,6,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,15,0018-0997-0810,794,978,32,38,18,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,16,0012-1106-1088,1072,1090,32,32,12,,1,,,
ROI_20240703_191751_706_Seq02_57.00s.tif.csv,Seq02,57.00s,17,0012-1101-1008,996,1088,24,26,12,,1,,,
