LABEL,TRACK_INDEX,TRACK_ID,DIVISION_TIME_MEAN,DIVISION_TIME_STD,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Mean cell division time,Std cell division time,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,Mean div. time,Std div. time,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,(sec),(sec),,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_1313,31,31,NaN,NaN,3,0,0,0,0,0,0.08018399775028229,2.766347922384739,2.846531920135021,4.716020896093533,35.063155112536435,27.75552607120592,0.0,58.87115492523056,67.80465721748007,49.937652632981056,67.80465721748007,12.633880101190385,0.7266666690508524,4.720524554081207,4.716020896093533,0.9990459412007973,58.81498838185491,0.9990459412007971,2.204811061281292
Track_1314,32,32,NaN,NaN,5,0,0,0,0,0,0.16036799550056458,2.80643992125988,2.9668079167604446,9.00158131078143,58.56336389674342,46.90850441908713,0.0,57.23618400117823,72.15702210647538,45.90939413550287,61.16485128382817,11.873685946557698,0.8,9.178852098370438,9.00158131078143,0.9806870417249147,56.13078396773838,0.9806870417249148,5.034699797980495
Track_1315,33,33,NaN,NaN,32,1,0,0,0,1,1.2829439640045166,2.9668079167604446,4.249751880764961,8.620421367929016,55.082611421457734,47.518647794262705,0.0,50.76050860659234,74.60793054666443,13.027047655691822,54.4052314151004,15.721942086154511,0.9456250034272671,64.05308091328614,14.256173739792345,0.1345824626234479,6.719250107402717,0.13237160721691582,9.326978433493544
Track_1316,34,34,NaN,NaN,4,1,0,0,0,2,0.20045999437570572,3.127175912261009,3.327635906636715,4.812045641951532,57.18789345695548,0.972369046765784,0.0,38.849253196553114,47.9510995162887,30.026069336227668,38.57059073714297,8.965763565571987,0.9549999982118607,7.080242922474742,4.812045641951532,0.6796441442251516,24.005017344920752,0.6179016421106027,24.222043671101872
Track_1317,35,35,NaN,NaN,8,0,0,0,0,0,0.280643992125988,3.2073599100112915,3.4880039021372795,8.856903898564463,50.50617077909866,4.7347840339118905,0.0,49.96623327385863,65.18777947798556,13.919037946352994,52.92658763849992,16.811283319773835,0.921250008046627,14.02272317747406,8.856903898564463,0.6316108352471859,31.559214332257575,0.6316108352471859,11.462064994877098
Track_1318,36,36,NaN,NaN,4,0,0,0,0,0,0.12027599662542343,3.4078199043869972,3.5280959010124207,5.404204538767633,51.59459808321395,17.74520074680349,0.0,45.764123317194944,49.90594239927874,41.77311870605873,45.61330884624737,4.068508825077758,0.5899999886751175,5.504325541664401,5.404204538767633,0.9818104866547386,44.93169618538264,0.9818104866547387,8.315895299010664
Track_1319,37,37,NaN,NaN,9,0,0,0,0,0,0.32073599100112915,3.327635906636715,3.648371897637844,14.83157678446879,24.83451758017614,52.20531584670467,0.0,46.61874652768916,59.493564574429946,15.600200403502177,56.57991721077398,16.4022020334452,0.9222222301695082,14.952309866788832,14.83157678446879,0.9919254561070723,46.24232141261807,0.9919254561070724,3.7400835510421864
Track_1320,38,38,NaN,NaN,15,0,0,0,0,0,0.561287984251976,3.5280959010124207,4.089383885264397,18.501672118076304,27.759448102620023,6.438617656872155,0.0,57.858439099346434,65.31297586603131,28.86950583929812,62.0953593933066,10.019698878851559,0.9806666731834411,32.475246654037875,19.199612570900417,0.5697161384231045,32.962886498868016,0.5697161384231045,6.15494338743738
Track_1321,39,39,NaN,NaN,2,0,0,0,0,0,0.040091998875141144,3.5280959010124207,3.568187899887562,1.1420851773496572,3.754513926433961,44.795208781284984,0.0,28.48661102945909,28.48661102945909,28.48661102945909,28.48661102945909,NaN,0.5599999725818634,1.1420851773496572,1.1420851773496572,1.0,28.48661102945909,1.0,NaN
Track_1322,40,40,NaN,NaN,2,0,0,0,0,0,0.040091998875141144,3.4880039021372795,3.5280959010124207,1.33547266901494,50.70864248238438,19.666687439461512,0.0,33.31020419246279,33.31020419246279,33.31020419246279,33.31020419246279,NaN,0.6399999856948853,1.33547266901494,1.33547266901494,1.0,33.31020419246279,1.0,NaN
Track_1323,41,41,NaN,NaN,3,0,0,0,0,0,0.08018399775028229,3.8087398931384087,3.888923890888691,5.5267925086715195,46.39076765967919,42.08845280184091,0.0,69.2411883191908,80.94941226564748,57.53296437273411,80.94941226564748,16.55792909638049,0.8666666547457377,5.552035288412867,5.5267925086715195,0.9954534187140291,68.92637762816038,0.9954534187140291,4.828510666187405
Track_1324,42,42,NaN,NaN,6,0,0,0,0,0,0.20045999437570572,3.888923890888691,4.089383885264397,1.5094807731551216,0.9226550390811599,33.94898834074664,0.0,8.634929334053494,17.30736590271465,1.9386059929033266,9.858568225410803,6.357089449319259,0.9733333388964335,1.7309578857389798,1.5094807731551216,0.8720493927619127,7.5300848823033775,0.8720493927619128,10.595199142810229
Track_1325,43,43,NaN,NaN,8,0,0,0,0,0,0.280643992125988,3.888923890888691,4.169567883014679,11.732785502372503,47.02358595759655,43.84122858727335,0.0,43.068599938385645,54.17330824717019,17.494304020795585,46.49119575895834,12.364604664538172,0.9037500098347664,12.086943821985628,11.732785502372503,0.9706991010441426,41.80665124342076,0.9706991010441426,3.196985084519921
Track_1326,44,44,NaN,NaN,14,0,0,0,0,0,0.5211959853768349,4.0492918863892555,4.57048787176609,25.867059601858564,30.4360589322712,50.713983227363435,0.0,62.63082065377557,78.83508037989182,41.78682371444547,65.3762115698357,10.35304506050068,0.9657142928668431,32.64293228560439,25.867059601858564,0.7924245094018714,49.63019733000471,0.7924245094018716,4.809892591625723
Track_1327,45,45,NaN,NaN,7,0,0,0,0,0,0.24055199325084686,4.169567883014679,4.410119876265526,12.273561707676574,37.79446384698843,53.24877343386154,0.0,51.43677687403874,63.54501862978243,43.125046451272404,49.76914472843248,7.636550794563276,0.802857152053288,12.373219203449086,12.273561707676574,0.9919457099939899,51.02249015612081,0.9919457099939901,3.164638524780982
Track_1328,46,46,NaN,NaN,3,0,0,0,0,0,0.08018399775028229,4.20965988188982,4.289843879640102,4.084176810158419,56.50045771749992,24.14976294954941,0.0,51.22708384287536,58.95167545323884,43.50249223251188,58.95167545323884,10.924222219169463,0.7866666515668234,4.10759237561064,4.084176810158419,0.9942994427608606,50.93506091923486,0.9942994427608607,5.390961907115602
Track_1329,47,47,NaN,NaN,9,0,0,0,0,0,0.32073599100112915,4.249751880764961,4.57048787176609,11.075079287943401,31.971864871589826,29.327369933599684,0.0,35.682398856152005,72.6711322404869,5.47686024266243,38.68717168122391,25.384254483836546,0.9122222132152982,11.444629558425472,11.075079287943401,0.9677097219621223,34.530204276028414,0.9677097219621225,11.524364001507788
Track_1330,48,48,NaN,NaN,6,0,0,0,0,0,0.20045999437570572,4.370027877390385,4.57048787176609,13.996462116961988,54.12858417771574,9.013559809592042,0.0,75.53471047800221,91.187790656005,66.90359369991576,72.88219678262733,9.403471027714382,0.7899999916553497,15.141687637590884,13.996462116961988,0.9243660582598634,69.8217225863509,0.9243660582598633,6.714744862121674
Track_1331,49,49,NaN,NaN,6,0,0,0,0,0,0.20045999437570572,4.370027877390385,4.57048787176609,10.121307093614348,22.84949993300614,34.65857277743189,0.0,51.44339201232738,60.33851866518484,40.62452582039527,51.86170177893166,7.033727450378451,0.8566666543483734,10.312342073458373,10.121307093614348,0.9814751122021345,50.49040894735741,0.9814751122021346,3.5747328850459428
