LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,,
ID130048,130048,0,0.800000011920929,13.308333466416707,3.801153884165394,0.0,0.7006848156452179,24,0.5247721444013796,1,,5722.314285714286,5665.0,4655.0,7104.0,400562.0,599.5896795733994,-0.9726389884388728,-678.5269132307474,0.0020801883443129616,0.006009042806863875,0.6235720296503985,0.4800840092401091,0.28108269834383126,1.298881065914706,0.865150017303,4.90829805878913,0.45127308259918897,0.8033707865168538,5.276977193359617
ID129987,129987,0,0.9900000095367432,13.227777910055574,4.220138931090281,0.0,0.4087328091263771,14,0.7130249367173925,1,,5116.909774436091,5118.0,4809.0,5475.0,680549.0,135.82254792540428,-0.9770203825792436,-3203.5146299350326,0.028821972570600745,0.02005212823256075,1.1912142064787923,0.44489079185764224,0.5347790919067921,2.6775429572387313,1.5972000319440003,5.939049562000539,0.5690301462376932,0.9166666666666669,4.6993446182691345
ID130054,130054,0,0.8500000238418579,12.927241759548975,3.9275764584897392,0.0,0.729880016297102,25,0.6640801462424409,1,,5682.713043478261,5707.0,4595.0,6233.0,653512.0,343.9995605162786,-0.9725654143812529,-1171.2463509406014,-0.03756086462053614,0.005808127487486658,0.8870570986080896,0.5783211892817028,2.808340097386142,1.5338485171360374,1.3854500277090007,5.923333510360247,0.49621325096915503,0.8120567375886527,5.032349009880759
ID129928,129928,0,0.9900000095367432,9.004902050833346,4.952156912266676,0.0,0.1459760032594204,5,0.6770039987198954,1,,5694.876033057852,5708.0,4884.0,6303.0,689080.0,302.1520194164944,-0.9725859282592043,-1337.3442229956659,-0.015078547853981546,0.021042210858595162,0.7881318933410769,0.663690891400276,0.5829754626628599,1.187498432709015,1.4399000287979993,5.731273087797767,0.5508584292030481,0.8380281690140844,4.776226702821779
ID129995,129995,0,1.0,11.765217508956527,4.123086997752611,0.0,0.4379280097782612,15,0.6655285234182745,1,,5227.51304347826,5237.0,4981.0,5483.0,601164.0,114.18416681476597,-0.9767984767526863,-3854.8519994164003,0.017409319621843326,0.017702323766615357,0.958769632050288,0.4933628721844157,0.04552185493608687,1.9433355976002717,1.3915000278299996,5.156130465167318,0.6577264209905807,0.9236947791164657,4.371014911456116
ID129933,129933,0,1.0,9.998587784055497,5.538801929551337,0.0,0.17517120391130447,6,0.6924723370878653,1,,5758.484126984127,5759.0,5471.0,6087.0,725569.0,128.82333540951248,-0.9747397027062744,-3449.7992916029016,-0.046005720183541474,-0.004224163917565001,0.9523074435201911,0.5718921279090697,0.0630034440808735,1.6651871866150378,1.5064500301290003,4.762184339539824,0.8347418536842854,0.9960000000000001,3.8799741959391874
ID130063,130063,0,0.9200000166893005,12.120017789044686,4.4819493969985285,0.0,0.759075216948986,26,0.7382372806418426,1,,5761.767605633803,5755.0,5250.0,6220.0,818171.0,200.182139243841,-0.9732916835786989,-2097.7653462304042,-0.007775090337130433,0.012130861027345067,1.0754150040610941,0.5291906616121986,2.0448697885107445,2.0321881735116096,1.7121500342429998,6.223936183820143,0.5554198806877887,0.8680981595092024,4.75657360533774
