LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_121,0,0,19,2,0,0,0,3,0.9221159741282463,0.0,0.9221159741282463,18.585551836971888,21.662228436329208,3.9046519268687594,0.0,21.566522779845137,46.087291212235726,7.077616903422533,19.791377887419625,11.025128922071065,0.8389473714326557,21.38898305231346,18.585551836971888,0.8689310656572637,20.155330086914905,0.9345655900426816,12.042400411002628
Track_122,1,1,497,0,0,0,0,0,19.885631442070007,0.0,19.885631442070007,0.032192492605687587,3.047013010139697,10.433320589293208,0.0,0.8568667883776018,19.22389805995473,0.0,0.599344820361046,1.7557199110246269,0.9773038430233116,17.039337148627176,0.8056202513734037,0.001889304280142216,0.0016188820907935167,0.001889304280142215,49.861688773651714
Track_123,2,2,274,1,0,0,0,2,11.025299690663815,0.0,11.025299690663815,19.056517150028494,55.19783410316545,11.111800322445315,0.0,14.31884570924397,35.73148325345251,0.9173941224541048,14.48148510933316,6.265367578880667,0.9756934338242468,158.59816052184811,24.22670792711059,0.1201559784005396,1.7284352974246575,0.12071051902660095,46.061449801700455
Track_124,3,3,22,0,0,0,0,0,0.841931976377964,0.0,0.841931976377964,38.41396930860648,42.63598564874192,11.723481698333881,0.0,46.73312497647255,56.577310481429244,37.83467900198115,45.67393632100996,5.8253021099856745,0.9904545518484983,39.346112273759935,38.41396930860648,0.9763091469198317,45.6259773786778,0.9763091469198318,2.35359578865981
Track_125,4,4,2,0,0,0,0,0,0.040091998875141144,0.0,0.040091998875141144,1.4158703396098404,60.21365268151939,15.370997769249648,0.0,35.315533755732595,35.315533755732595,35.315533755732595,35.315533755732595,NaN,0.9699999988079071,1.4158703396098404,1.4158703396098404,1.0,35.315533755732595,1.0,NaN
Track_126,5,5,90,1,0,0,0,2,3.648371897637844,0.0,3.648371897637844,16.740721782012795,45.45659650875475,15.195146668814292,0.0,7.1396259853675454,65.22603401674404,0.0,1.0969980240146047,15.078470611272824,0.858333334657881,28.52147772380785,16.740721782012795,0.5869514175991921,4.58854586421183,0.6426871482646178,40.90587536164329
Track_127,6,6,352,0,0,0,0,0,14.072291605174541,0.0,14.072291605174541,1.1060559836236947,2.5123112049532557,23.375185953022584,0.0,1.228280120556975,76.44910777639116,0.0,0.45505823768064596,6.052596050994921,0.9505397616462274,17.284716029316687,3.08504196982454,0.06399040526599963,0.07859814269461168,0.0639904052659996,41.16001769198399
