tif_name,frame,bug_xy,innerback_xy,innerback_radius,innerback_radius_max,ellipse_center,ellipse_width,ellipse_height,ellipse_major,ellipse_minor,ellipse_angle,ellipse_angle_adjust,ellipse_center_intensity,ellipse_mean_intensity,area_ratio,z_sign,z_center,center,center_left,center_right,trackmate_ellipse_center,trackmate_ellipse_major,trackmate_ellipse_minor,trackmate_ellipse_angle,trackmate_z
I15_entry_0019.nd2 - C=0-2_pair91_1_187,10,[4.20055164 5.73167859],[6.71423972 7.30796698],3.583443413717608,3.9910496837958234,"(38.345130920410156, 53.05116271972656)",9.474350929260254,23.014869689941406,23.014869689941406,9.474350929260254,11.365138053894043,1.7691554057790484,25235.0,29839.378109452737,0.9021538673730717,-1,-2.6083693330380484,[ 4.2179644   5.8356279  -2.60836933],[ 4.36174774  5.24508411 -2.31737047],[ 4.15293388  6.48438133 -2.59238713],[4.20055164 5.73167859],2.4239747446247137,0.9241992805050864,-1.3093159001583503,-2.3374193251784163
I15_entry_0019.nd2 - C=0-2_pair91_1_187,11,[4.3820227 4.9953884],[6.64250192 7.31694423],3.600866849046405,3.9910496837958234,"(38.82522964477539, 49.959232330322266)",7.435515880584717,17.22011375427246,17.22011375427246,7.435515880584717,28.776309967041016,2.073037682294223,28088.0,31708.581395348836,[0.75574727],-1,-1.8479232971775872,[ 4.27077526  5.49551556 -1.8479233 ],[ 4.48041954  5.12652142 -1.15468802],[ 4.12189484  5.88580063 -0.58855496],[4.3820227 4.9953884],2.150732510887523,1.1862340423895443,2.005174162663278,-2.2068572686940215
I15_entry_0019.nd2 - C=0-2_pair91_1_187,12,[4.60048392 4.38592478],[6.61001505 7.27426997],3.643664613462621,3.9910496837958234,"(41.20520782470703, 39.337894439697266)",8.36240291595459,22.931884765625,22.931884765625,8.36240291595459,55.334896087646484,2.5365724547732564,27275.0,29394.880952380954,0.8830614377004099,-1,-1.3886916197950678,[ 4.53257286  4.32716839 -1.38869162],[ 5.08348427  4.14298897 -0.60544913],[ 4.15911316  4.82079624 -1.70968246],[4.60048392 4.38592478],1.6134423890908276,0.791842542357089,-0.7798810502702077,-1.6042800646294717
I15_entry_0019.nd2 - C=0-2_pair91_1_187,13,[5.22383603 4.10375665],[6.61697106 7.27712479],3.649737612068577,3.9910496837958234,"(nan, nan)",,,,,,,,,,0,0.0,[nan nan  0.],[nan nan nan],[nan nan nan],[5.22383603 4.10375665],1.503806559161184,0.77282395735106,2.646756564513756,0.0
I15_entry_0019.nd2 - C=0-2_pair91_1_187,14,[6.1458652  3.77680665],[6.59672664 7.25975563],3.6452498493929424,3.9910496837958234,"(57.16026306152344, 34.40040588378906)",2.927402973175049,7.826899528503418,7.826899528503418,2.927402973175049,95.2268295288086,3.232818038307967,38347.0,,[0.63905125],1,0.0,[6.28762894 3.78404465 0.        ],[nan nan  0.],[nan nan  0.],[6.1458652  3.77680665],1.7619460728531724,0.6693279705866486,3.004456412635755,1.017761808723927
I15_entry_0019.nd2 - C=0-2_pair91_1_187,15,[6.94884983 3.91429581],[6.57921059 7.28768482],3.644457317619385,3.9910496837958234,"(nan, nan)",,,,,,,,,,0,0.0,[nan nan  0.],[nan nan nan],[nan nan nan],[6.94884983 3.91429581],1.5016345772551474,0.7969279231919836,3.022630879571916,0.0
I15_entry_0019.nd2 - C=0-2_pair91_1_187,16,[7.66912288 4.21497811],[6.6138569  7.30844559],3.6357280660002456,3.9910496837958234,"(70.89063262939453, 39.564632415771484)",5.163425445556641,15.05366325378418,15.05366325378418,5.163425445556641,110.2233657836914,3.4945569723503715,36399.0,35442.36363636364,0.8190303882490265,1,0.5472240105873745,[7.79796959 4.35210957 0.54722401],[8.23903122 4.56490726 0.30399325],[7.44996048 4.24200592 0.38957143],[7.66912288 4.21497811],1.4510302107211035,0.839672928698285,0.2429809181773611,1.9153262620711766
I15_entry_0019.nd2 - C=0-2_pair91_1_187,17,[8.50109885 5.04655561],[6.64496437 7.18080342],3.672618554776921,3.9910496837958234,"(78.96436309814453, 47.068931579589844)",7.473355770111084,17.523113250732422,17.523113250732422,7.473355770111084,145.951416015625,4.1181290842155365,35527.0,35143.58260869565,0.9139260303871116,1,1.815869124470371,[8.68607994 5.17758247 1.81586912],[8.98059799 5.59637127 0.9867128 ],[8.45717987 4.82717987 1.23415566],[8.50109885 5.04655561],1.5300620439127814,0.7633381958831158,0.8196553242650353,1.4955499657271831
I15_entry_0019.nd2 - C=0-2_pair91_1_187,18,[9.0592858  5.85232432],[6.60484205 7.12007908],3.694576042834364,3.9910496837958234,"(82.34394836425781, 52.6015739440918)",8.315865516662598,20.86570167541504,20.86570167541504,8.315865516662598,139.86073303222656,4.011826612460043,36210.0,35257.42857142857,0.8145029212208161,1,2.358162629394032,[9.05783432 5.78617313 2.35816263],[9.43699158 6.1985527  1.74287329],[8.75665695 5.45120361 1.56259965],[9.0592858  5.85232432],1.4711729455580185,0.8266927689111536,0.7557137550905138,1.841834605993018
I15_entry_0019.nd2 - C=0-2_pair91_1_187,19,[9.30872329 6.84540943],[6.62313368 7.07622111],3.680737163835455,3.9910496837958234,"(84.95136260986328, 61.729270935058594)",8.564494132995605,17.47773551940918,17.47773551940918,8.564494132995605,143.9352264404297,4.082939937783992,36130.0,35172.00793650794,0.8846196428944716,1,2.527301726774498,[9.34464989 6.7902198  2.52730173],[9.66625252 7.21612656 1.30621723],[9.11181969 6.44549294 1.24723073],[9.30872329 6.84540943],1.5638765375597112,0.9949901312269528,0.8199426481135462,2.866850766359925
I15_entry_0019.nd2 - C=0-2_pair91_1_187,20,[9.65677787 8.1192223 ],[6.48428924 7.04794718],3.6373167608831447,3.9910496837958234,"(87.67134857177734, 71.87657928466797)",6.694019317626953,20.220029830932617,20.220029830932617,6.694019317626953,166.59706115722656,4.478463568134854,35545.0,35697.394495412846,0.8325007549990547,1,1.3540613385320412,[9.64384834 7.90642372 1.35406134],[9.75046455 8.44190331 1.24048662],[9.5307885  7.42800697 1.11144363],[9.65677787 8.1192223 ],1.6030796351909773,0.8093670204064795,1.3778276022864062,1.7451064452883704
I15_entry_0019.nd2 - C=0-2_pair91_1_187,21,[9.68925576 8.48121368],[6.46584945 7.01760704],3.619004663489184,3.9910496837958234,"(89.05014038085938, 77.62224578857422)",6.727453231811523,11.835565567016602,11.835565567016602,6.727453231811523,6.184404373168945,1.6787345453814309,40684.0,37605.85294117647,0.8555082415258733,1,1.373128976836031,[9.79551544 8.53844704 1.37312898],[9.88827507 8.26172493 0.06594338],[9.71043396 8.81940056 0.        ],[9.68925576 8.48121368],1.7275126367675084,0.9824037405229892,1.9581600014854512,1.9016159695547092
I15_entry_0019.nd2 - C=0-2_pair91_1_187,22,[9.30003277 9.30818092],[6.4845156  7.01530925],3.630957810633881,3.9910496837958234,"(86.68475341796875, 80.54280090332031)",4.971670150756836,13.8109769821167,13.8109769821167,4.971670150756836,24.417999267578125,1.9969708107636988,36091.0,,[0.74172583],1,0.45473057077390155,[9.53532288 8.8597081  0.45473057],[9.72404884 8.5488678  0.37449523],[9.46611298 9.27798454 0.08727904],[9.30003277 9.30818092],1.4923098716274341,0.8318238610928907,-1.3182741186472329,1.699278877764081
I15_entry_0019.nd2 - C=0-2_pair91_1_187,23,[8.74635811 9.95472849],[6.52123178 7.00052167],3.6465703529136673,3.9910496837958234,"(nan, nan)",,,,,,,,,,0,0.0,[nan nan  0.],[nan nan nan],[nan nan nan],[8.74635811 9.95472849],1.6842607973299597,0.7170076860185266,2.30675437457558,0.0
I15_entry_0019.nd2 - C=0-2_pair91_1_187,24,[ 8.18357932 10.32507296],[6.55541231 6.95313987],3.640227567385128,3.9910496837958234,"(72.41616821289062, 94.15216827392578)",3.146836280822754,9.480060577392578,9.480060577392578,3.146836280822754,62.370609283447266,2.6593688152659927,28505.0,,[0.78958081],-1,0.0,[ 7.9657785  10.35673851  0.        ],[ 8.22800034 10.25199966  0.        ],[ 7.76574387 10.49924622  0.        ],[ 8.18357932 10.32507296],1.7338805381345728,0.8499549404906904,-0.4631381593352786,-1.621434474068427
I15_entry_0019.nd2 - C=0-2_pair91_1_187,25,[ 7.6710048  10.34975188],[6.55637236 6.91281843],3.6306926126778167,3.9910496837958234,"(71.7269515991211, 93.93714904785156)",7.865548133850098,8.285726547241211,8.285726547241211,7.865548133850098,41.374969482421875,2.2929257721753324,22684.0,26887.78125,0.8303084530836526,-1,-1.6381305502980186,[ 7.88996468 10.3330864  -1.63813055],[ 8.085 10.23   0.   ],[nan nan nan],[ 7.6710048  10.34975188],1.3831318737435059,0.9512855504527894,2.7268845501862566,-1.7569073365956325
I15_entry_0019.nd2 - C=0-2_pair91_1_187,26,[ 7.2634947  10.03736569],[6.50939971 6.84589649],3.5842494366137365,3.9910496837958234,"(66.29021453857422, 91.14976501464844)",8.030569076538086,20.250242233276367,20.250242233276367,8.030569076538086,110.92609405517578,3.5068218944346223,27764.0,30204.941176470587,0.8260113854748352,-1,-2.1482344719529394,[ 7.2919236  10.02647415 -2.14823447],[ 7.84267891 10.2268042  -1.27715598],[ 6.87281841  9.85053139 -1.57067689],[ 7.2634947  10.03736569],2.046333658062274,1.3872370430757994,0.2066381922351539,-2.4150633167935704
I15_entry_0019.nd2 - C=0-2_pair91_1_187,27,[6.74574653 9.57700782],[6.57179702 6.91697205],3.6134129963938495,3.9910496837958234,"(60.766727447509766, 87.91815948486328)",7.850008964538574,21.334640502929688,21.334640502929688,7.850008964538574,145.22857666015625,4.1055131574996135,28005.0,30619.664122137405,0.8248678461930505,-1,-2.0567298626037456,[ 6.68434002  9.67099754 -2.05672986],[ 6.98411251 10.14856834 -1.72116156],[ 6.43644642  9.23471786 -1.46546825],[6.74574653 9.57700782],1.8513141712189805,1.1857846847839728,0.8398469416266096,-2.983384846221917
I15_entry_0019.nd2 - C=0-2_pair91_1_187,28,[5.79681931 8.97197192],[6.60619208 7.07238552],3.697702183043512,3.9910496837958234,"(53.659149169921875, 82.12919616699219)",9.175661087036133,21.183786392211914,21.183786392211914,9.175661087036133,155.189697265625,4.279367509253294,28740.0,31630.56875,0.8908571590563866,-1,-2.73633649761053,[ 5.90250641  9.03421158 -2.7363365 ],[ 6.15918007  9.57273842 -2.14514171],[ 5.67733463  8.55494049 -2.45010514],[5.79681931 8.97197192],1.6889229214839694,1.3678677764762206,1.1027340256021687,-3.4314715386031778
I15_entry_0019.nd2 - C=0-2_pair91_1_187,29,[5.1271836  8.15229966],[6.59917894 7.1272874 ],3.697702183043512,3.9910496837958234,"(47.176204681396484, 74.8538818359375)",8.692033767700195,22.42665672302246,22.42665672302246,8.692033767700195,142.89346313476562,4.064757738073695,30456.0,31868.66459627329,0.8981045082639582,-1,-2.4863018380405,[ 5.18938251  8.233927   -2.48630184],[ 5.57589314  8.74285072 -1.94245232],[ 4.86243942  7.77449287 -2.58004871],[5.1271836  8.15229966],2.073310785778239,1.307260239834109,0.8903222039836027,-3.5713701586067628
I15_entry_0019.nd2 - C=0-2_pair91_1_187,30,[4.61610486 7.499476  ],[6.59740451 7.17312361],3.7065452620172175,3.9910496837958234,"(42.11691665649414, 68.38876342773438)",9.130367279052734,22.20146369934082,22.20146369934082,9.130367279052734,175.86000061035156,4.640132360004769,29900.0,31610.40588235294,0.9044878873530053,-1,-2.712816443726677,[ 4.63286083  7.52276398 -2.71281644],[ 4.67607212  8.12828178 -2.26378195],[ 4.59450157  6.97232548 -2.33900423],[4.61610486 7.499476  ],2.121335697881219,1.3044265873213508,1.548887649510328,-3.454748747382627
I15_entry_0019.nd2 - C=0-2_pair91_1_187,31,[4.21816476 6.39034377],[6.60547566 7.18721918],3.706805033210165,3.9910496837958234,"(39.82760238647461, 57.90363311767578)",10.35859489440918,20.981252670288086,20.981252670288086,10.35859489440918,172.8725128173828,4.587990861654325,29644.0,31559.31333333333,"[0.77037753 0.77037753 0.77037753 0.77037753 0.77037753 0.77037753
 0.77037753]",-1,-3.116285688444812,[ 4.38103626  6.36939964 -3.11628569],[ 4.44905655  7.0057362  -1.31635967],[ 4.34469662  5.83362968 -2.14850852],[4.21816476 6.39034377],1.793198649264499,1.1797837570013003,1.544560593746708,-2.99381575573186
I15_entry_0019.nd2 - C=0-2_pair91_1_187,32,[4.36684161 5.34620376],[6.76420226 7.35471144],3.607011905457163,3.9910496837958234,"(40.43531799316406, 49.24794006347656)",7.328275203704834,20.807777404785156,20.807777404785156,7.328275203704834,12.409679412841797,1.7873860916659425,27143.0,30470.47328244275,0.9059670302834367,-1,-1.794181806581019,[ 4.44788498  5.41727341 -1.79418181],[ 4.56887936  4.90599689 -2.02823781],[ 4.32738365  5.96656803 -1.73842546],[4.36684161 5.34620376],2.2071615201170967,1.1800294304576326,-1.3989820345495092,-2.4113772510953004
I15_entry_0019.nd2 - C=0-2_pair91_1_187,33,[4.50008646 4.76354326],[6.72694598 7.40155975],3.61660929334468,3.9910496837958234,"(39.53071975708008, 43.72441101074219)",10.01880931854248,21.91033363342285,21.91033363342285,10.01880931854248,43.02825927734375,2.321781122586341,27724.0,29835.98843930636,0.855533534245163,-1,-1.6398130979055985,[ 4.34837917  4.80968521 -1.6398131 ],[ 4.77467743  4.38534195 -1.47248929],[ 3.98992706  5.26646778 -1.73765355],[4.50008646 4.76354326],2.461746196885962,0.8934602969030926,-0.777765224984032,-1.7797026531699882
I15_entry_0019.nd2 - C=0-2_pair91_1_187,34,[4.68849061 4.67500005],[6.6911327  7.36383539],3.690403736542492,3.9910496837958234,"(41.98273849487305, 40.9861946105957)",10.88708782196045,21.114849090576172,21.114849090576172,10.88708782196045,57.48027420043945,2.574016366541716,31885.0,30143.203125,0.8945053393605519,-1,-1.8341615185204716,[ 4.61810123  4.50848141 -1.83416152],[ 5.09527843  4.21870419 -1.84132738],[ 4.15176064  4.8239975  -1.70345537],[4.68849061 4.67500005],1.1628447868474368,0.7910477496917928,-0.6239459941465184,-1.725729152630283
I15_entry_0019.nd2 - C=0-2_pair91_1_187,35,[5.84100006 3.99140584],[6.66533364 7.40244602],3.675501404195205,3.9910496837958234,"(53.2321662902832, 36.5141716003418)",2.17411208152771,6.98274040222168,6.98274040222168,2.17411208152771,68.78675079345703,2.771351609889544,37868.0,,[0.75482244 0.75482244],1,0.0,[5.85553829 4.01655888 0.        ],[nan nan  0.],[nan nan  0.],[5.84100006 3.99140584],1.5980479982120523,0.6311693219041624,2.80478542770162,0.8353977203324243
I15_entry_0019.nd2 - C=0-2_pair91_1_187,36,[6.80444451 3.97277782],[6.65932855 7.43426345],3.6752394204175314,3.9910496837958234,"(61.188720703125, 36.803348541259766)",3.367642402648926,13.239013671875,13.239013671875,3.367642402648926,92.33798217773438,3.182398140444205,35680.0,,[0.55688194 0.55688194],1,0.0,[6.73075928 4.04836834 0.        ],[7.15 4.07 0.  ],[6.45786198 4.00048252 0.        ],[6.80444451 3.97277782],1.7295512938804671,0.6038967598210534,0.1416818623760843,0.7089552266464167
I15_entry_0019.nd2 - C=0-2_pair91_1_187,37,[7.76184452 4.17682226],[6.62594939 7.39871314],3.6728807254989446,3.9910496837958234,"(69.84945678710938, 39.684688568115234)",5.741959571838379,14.844823837280273,14.844823837280273,5.741959571838379,107.7362289428711,3.451148245530407,35414.0,,[0.45559063],1,0.8374932496842851,[7.68344025 4.36531574 0.83749325],[nan nan  0.],[nan nan nan],[7.76184452 4.17682226],1.5977642850552036,0.7724562130066588,0.1899834998158016,1.5441435982674356
I15_entry_0019.nd2 - C=0-2_pair91_1_187,38,[8.87452169 4.89873462],[6.5865602  7.43345146],3.657380498060863,3.9910496837958234,"(78.4388427734375, 43.99821472167969)",4.4593424797058105,15.422974586486816,15.422974586486816,4.4593424797058105,120.37638854980469,3.6717606486489904,36307.0,35439.796875,0.8700996739988371,1,0.2162971924012771,[8.62827271 4.83980362 0.21629719],[9.05403847 5.05373638 0.        ],[8.31209572 4.6675346  0.        ],[8.87452169 4.89873462],2.1579365334773173,0.831359712135465,0.5658514774496992,1.8681563816164566
I15_entry_0019.nd2 - C=0-2_pair91_1_187,39,[9.331951   5.36598197],[6.5560163  7.34185475],3.672356365338446,3.9910496837958234,"(85.11219024658203, 49.53962326049805)",3.5725598335266113,14.476912498474121,14.476912498474121,3.5725598335266113,141.6309356689453,4.04272247689827,36182.0,35493.102040816324,0.8370156439745037,1,0.0,[9.36234093 5.44935856 0.        ],[9.56365456 5.73154114 0.        ],[9.17533875 5.21792778 0.        ],[9.331951   5.36598197],1.7132407112453152,0.745037207108597,0.7994906395466147,1.3992470789464697
I15_entry_0019.nd2 - C=0-2_pair91_1_187,40,[9.85030506 6.51847524],[6.52942245 7.25210497],3.644985691281839,3.9910496837958234,"(nan, nan)",,,,,,,,,,0,0.0,[nan nan  0.],[nan nan nan],[nan nan nan],[9.85030506 6.51847524],1.6238111756381148,1.1739985719989565,1.5567742555962152,0.0
I15_entry_0019.nd2 - C=0-2_pair91_1_187,41,[10.08342843  7.58135586],[6.53800894 7.18359631],3.667896277376588,3.9910496837958234,"(nan, nan)",,,,,,,,,,0,0.0,[nan nan  0.],[nan nan nan],[nan nan nan],[10.08342843  7.58135586],1.7789217565837039,0.9334239766962202,1.5998811591892248,0.0
I15_entry_0019.nd2 - C=0-2_pair91_1_187,42,[9.98383505 8.14249199],[6.57101155 7.17446645],3.6623792580431314,3.9910496837958234,"(86.45893096923828, 75.04181671142578)",7.60471248626709,15.613951683044434,15.613951683044434,7.60471248626709,15.875284194946289,1.8478723056865267,34467.0,34697.65625,[0.72916095],1,1.897384252488581,[9.51048241 8.25459984 1.89738425],[nan nan  0.],[9.39755264 8.68947632 0.67110484],[9.98383505 8.14249199],2.0698836457409984,0.8273727845681932,-1.4695803581666118,1.8456628434632316
I15_entry_0019.nd2 - C=0-2_pair91_1_187,43,[9.59545946 8.94452895],[6.51974069 7.09607103],3.6131465106826273,3.9910496837958234,"(nan, nan)",,,,,,,,,,0,0.0,[nan nan  0.],[nan nan nan],[nan nan nan],[9.59545946 8.94452895],2.1541654774502104,1.0658134697350172,-1.101549813877108,0.0
I15_entry_0019.nd2 - C=0-2_pair91_1_187,44,[9.05666676 9.5425001 ],[6.54375073 7.09623877],3.6444573176193855,3.9910496837958234,"(80.65583038330078, 88.98516845703125)",6.763859272003174,16.392375946044922,16.392375946044922,6.763859272003174,77.50727844238281,2.9235535298744986,28689.0,29687.16304347826,0.809585585003803,-1,-1.5132361950926239,[ 8.87214134  9.78836853 -1.5132362 ],[ 9.36082611  9.7237442  -1.1877108 ],[ 8.44191505  9.85986534 -0.67410188],[9.05666676 9.5425001 ],1.911025827311178,0.9625969057658764,2.8194356980478674,-2.0418641766343595
I15_entry_0019.nd2 - C=0-2_pair91_1_187,45,[ 7.89685036 10.15713287],[6.61479534 7.00267969],3.637581475905574,3.9910496837958234,"(69.69569396972656, 90.44512939453125)",11.191991806030273,16.09172821044922,16.09172821044922,11.191991806030273,73.82273864746094,2.8592461790323553,30668.0,32003.714285714286,[0.51255214],-1,-2.559582394569903,[ 7.66652634  9.94896423 -2.55958239],[nan nan  0.],[ 7.27900024 10.13332703 -1.00650706],[ 7.89685036 10.15713287],1.8184453321561,1.0945467776228464,0.1032347695312046,-2.191653820571553
I15_entry_0019.nd2 - C=0-2_pair91_1_187,46,[ 6.68571644 10.08011706],[6.67444798 7.0804532 ],3.682044940449413,3.9910496837958234,"(61.0250358581543, 92.8218994140625)",7.412707805633545,22.976470947265625,22.976470947265625,7.412707805633545,91.21015167236328,3.1627137847210482,28492.0,30712.22142857143,0.8559638028152435,-1,-1.8364837992574792,[ 6.71275394 10.21040894 -1.8364838 ],[ 7.29992401 10.26404434 -1.79226965],[ 6.12106964 10.21282173 -1.88654085],[ 6.68571644 10.08011706],2.302456397426429,0.8181184811589656,0.149609769182679,-1.84888895824405
I15_entry_0019.nd2 - C=0-2_pair91_1_187,47,[6.00147065 9.99166677],[6.74658661 7.13314002],3.695878922602209,3.9910496837958234,"(54.40168762207031, 92.67891693115234)",8.19441032409668,20.56702423095703,20.56702423095703,8.19441032409668,111.89842224121094,3.5237922226908798,27644.0,30720.746376811596,0.8574658124858028,-1,-2.2315539342349453,[ 5.98418564 10.19468086 -2.23155393],[ 6.56992691 10.4186068  -1.52340557],[ 5.54022362  9.95929939 -1.28445329],[6.00147065 9.99166677],1.7531615559003217,0.8749726105948336,0.3805431912222459,-2.1095403983720296
I15_entry_0019.nd2 - C=0-2_pair91_1_187,48,[4.98548392 9.87870978],[6.79001003 7.15159223],3.67785841841285,3.9910496837958234,"(45.23969268798828, 91.35516357421875)",14.11611270904541,21.856220245361328,21.856220245361328,14.11611270904541,119.46285247802734,3.6558164363607406,27445.0,30526.70093457944,0.8191821001634819,-1,-2.179585213658402,[ 4.9763662  10.04906799 -2.17958521],[ 5.49565487 10.39389725 -2.08645048],[ 4.55627659  9.72316513 -1.74152062],[4.98548392 9.87870978],1.9802089457657983,1.0477756573289108,0.8276670754331952,-2.3885952863067734
I15_entry_0019.nd2 - C=0-2_pair91_1_187,49,[4.37784432 9.24969765],[6.70489864 7.31791806],3.739906781595355,3.9910496837958234,"(39.23366928100586, 84.53465270996094)",7.861414432525635,23.76767349243164,23.76767349243164,7.861414432525635,133.61984252929688,3.902902524927475,28358.0,30949.706293706295,0.810904509528289,-1,-2.0625001343264096,[ 4.31570362  9.2988118  -2.06250013],[ 4.79528355  9.75132729 -1.64768916],[ 3.89800079  8.8774025  -2.39768133],[4.37784432 9.24969765],2.1471241883456194,0.960090065025431,0.7243069342701977,-2.5048599606409283
