frame,x,y,z,capsule_radius,angle_xy,angle_z,velocity
0,1.1103867999999997,-0.48241055999999993,-0.63257199,4.208333765162846,107.35382080078124,11.669015164729226,
1,1.2239065299999998,-0.2480887300000001,-1.195427075,4.208333765162846,35.72669219970703,24.80595305825246,29.53146198153498
2,1.2893308500000003,0.351778575,-1.90636348,4.208333765162846,37.05643081665039,0.712526440414551,44.404645658209894
3,1.132883955,1.01936062,-2.124462755,4.208333765162846,54.20088195800781,4.4082813701197106,34.262846590749646
4,0.7899794749999995,1.5011499349999995,-2.0684520850000006,4.208333765162846,65.49684143066406,3.9549287888864533,28.285939617752796
5,0.18269226499999958,1.8797028799999995,-1.7904992400000004,4.208333765162846,74.47816467285156,13.158811940382913,36.55697481124502
6,-0.5649436000000003,2.3475361099999996,-1.7481633550000002,4.208333765162846,91.27647399902344,18.34149525802864,42.045748890224665
7,-1.2932249900000001,2.734297164999999,-1.6443264750000002,4.208333765162846,106.4973602294922,39.7602393104139,39.57712967736887
8,-1.8662229,2.81294955,-1.934312845,4.208333765162846,132.14476013183594,13.425077440937079,30.80937283087807
9,-2.410417145,2.4869538800000006,-2.3980494200000004,4.208333765162846,142.9451904296875,1.1140091397213487,37.418760502073866
10,-2.816395205,2.0518494000000005,-2.3702140000000003,4.208333765162846,147.25619506835938,2.4738405832125965,28.36868160441746
12,-3.063995075,1.25474855,-1.1225222650000002,4.208333765162846,173.6134490966797,84.31054040277697,35.74133996153558
13,-3.240267495,0.21496987499999998,0.4221630599999998,4.208333765162846,178.2034912109375,12.5747953830999,89.06498954982074
22,-1.423494965,-1.586767735,-1.1090502150000003,4.208333765162846,97.875244140625,1.5894072257608727,15.777077737218747
23,0.18958626499999998,-2.3780830050000006,-2.0787433750000006,4.208333765162846,69.84114837646484,12.109479391483308,97.22353950643512
24,-0.46759185000000025,-1.3614526450000004,-1.7563725250000006,4.208333765162846,79.68890380859375,3.309203630933185,59.65401622892866
25,-1.3137902650000002,-0.7046830800000001,-2.400003215000001,4.208333765162846,86.65768432617188,6.3234273086541775,59.507778492082544
26,-2.171799105,-0.26393201999999993,-2.0656533100000005,4.208333765162846,110.32565307617188,27.000921206509048,48.614139143643186
27,-2.936151575,-0.11496407500000005,-1.4839001550000004,4.208333765162846,142.5165252685547,27.5511029106544,46.28764645156546
28,-3.350646555,-0.4505874699999999,-1.7154654400000005,4.208333765162846,5.248375415802002,79.12865239966025,27.687584622953157
29,-3.4053918,-0.8900780199999998,-2.1311625700000008,4.208333765162846,8.474200248718262,13.592606083081682,28.924528005864108
30,-3.1904433350000003,-1.51744696,-1.0936092950000005,4.208333765162846,34.39700698852539,84.67716774405628,58.637427545673965
31,-3.06013279,-1.9461489150000002,0.0,4.208333765162846,109.19340177935136,,56.27812966522128
32,-2.5535369349999995,-2.1495686650000003,1.3605685549999995,4.208333765162846,93.50743865966795,0.7492079526179898,69.80968212559243
36,-0.3613927450000003,-2.664319015,2.2941831449999994,4.208333765162846,102.43443298339844,79.81395352337614,29.01955190468956
37,1.9508737849999993,-2.720870045,0.9336145899999996,4.208333765162846,139.29058837890625,86.93499949375159,127.78348785276025
38,2.692820845,-2.421701835,0.0,4.208333765162846,44.41290526858407,,58.54670907672394
39,2.82861377,-2.04211026,-1.2624623100000005,4.208333765162846,148.99490356445312,55.619720155195644,63.10809512242382
40,2.6801172149999997,-1.7884338349999997,-2.2630258750000003,4.208333765162846,85.3237533569336,7.606403529202393,49.65939322747959
41,2.2047778350000002,-1.6981345599999997,-2.2426101550000004,4.208333765162846,95.160400390625,35.51953212783163,23.060518176432986
42,1.5302648600000004,-1.4400096549999999,-2.3352274900000003,4.208333765162846,100.0264129638672,14.178685726439353,34.672886371897704
43,0.5190216200000002,-1.2206471249999997,-2.443898615,4.208333765162846,94.01544952392578,8.91184887680156,49.54537587706081
44,-0.521016125,-1.0603396299999996,-2.4859078550000007,4.208333765162846,107.29976654052734,13.530240323936095,50.15038111649593
45,-1.3375172800000001,-0.827589395,-2.2381243100000003,4.208333765162846,106.03048706054688,6.573899943187225,42.116442978003285
46,-2.151327095,-0.5784653950000003,-2.1622806700000003,4.208333765162846,82.47425079345703,21.666629543141315,40.688558847378786
47,-2.856448125,-0.35700923000000007,-2.115439975,4.208333765162846,94.72499084472656,0.0,35.26487240889347
48,-3.310367395,0.04903363000000027,-2.1716104100000004,4.208333765162846,162.56118774414062,81.01801497345504,29.12435709108728
49,-3.33278423,0.5079641600000002,-2.0618847950000005,4.208333765162846,164.04159545898438,39.74036396770012,22.495121992998353
50,-3.394591245,0.7393454349999997,-0.9463678600000004,4.208333765162846,166.71746826171875,87.99987246399807,54.33029568311803
51,-3.4832750899999994,0.7767705599999997,0.14818864999999956,4.208333765162846,161.44662475585938,0.0,52.32289895390165
52,-3.1110311299999998,0.5982456800000002,1.6429399699999996,4.208333765162846,33.451297760009766,12.385753748309005,73.8435897911008
53,-2.488316715,0.15874480500000043,3.29088405,4.208333765162846,45.72365188598633,3.0429884283396604,86.46042903066642
57,-0.7383173599999995,-1.25950616,3.4873328199999998,4.208333765162846,40.16481399536133,8.27291075066779,26.917731970289978
58,0.8313884950000001,-2.64116705,3.1161883199999996,4.208333765162846,70.17216491699219,3.9236588503157086,101.13540827714972
59,1.1442582599999995,-2.9488871449999996,2.7375038399999996,4.208333765162846,90.47196197509766,83.81031339933509,27.601845304198463
60,1.2261877549999998,-3.154346245,1.3125156099999995,4.208333765162846,160.15630026386842,,68.66919847988004
61,1.0727634200000002,-2.9891759049999997,1.4872143049999995,4.208333765162846,59.00294876098633,84.37341706524278,13.581024328652243
63,0.0888227700000006,-2.4769458,3.2007306249999994,4.208333765162846,100.9170913696289,80.53692914257175,48.60093094496403
