 ,Label,Area,Mean,Min,Max,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
310,image169.tif,66,255,255,255,10.147,8.282,83.534,10.770,531,393,68.199,8.000
311,image169.tif,71,255,255,255,9.862,9.166,101.521,10.770,86,445,111.801,9.803
312,image169.tif,71,255,255,255,9.994,9.045,59.464,10.817,940,455,33.690,9.000
313,image169.tif,64,255,255,255,9.321,8.743,25.175,10.296,84,464,29.055,9.000
314,image169.tif,64,255,255,255,9.669,8.428,56.758,10.630,61,481,41.186,8.944
315,image169.tif,52,255,255,255,8.623,7.678,74.560,9.899,442,530,45.000,8.000
316,image169.tif,60,255,255,255,9.479,8.059,54.502,10.296,190,567,60.945,9.000
317,image169.tif,62,255,255,255,10.041,7.862,170.094,10.817,489,559,146.310,8.000
318,image169.tif,52,255,255,255,10.679,6.200,43.322,11.402,478,567,37.875,7.071
319,image169.tif,67,255,255,255,10.496,8.128,81.088,11.180,646,588,63.435,8.000
320,image169.tif,70,255,255,255,9.589,9.294,143.130,10.817,328,580,146.310,9.000
321,image169.tif,71,255,255,255,9.682,9.337,118.260,10.770,286,609,111.801,9.899
322,image169.tif,57,255,255,255,9.703,7.479,64.455,10.770,610,619,68.199,7.778
323,image169.tif,63,255,255,255,9.209,8.711,148.591,10.000,274,612,126.870,9.000
324,image169.tif,69,255,255,255,9.557,9.192,15.695,10.440,279,626,16.699,9.000
325,image169.tif,68,255,255,255,10.273,8.428,121.639,10.817,270,623,123.690,8.944
326,image169.tif,67,255,255,255,9.451,9.026,136.640,10.770,573,629,111.801,9.000
327,image169.tif,68,255,255,255,10.546,8.210,55.432,11.662,345,693,30.964,8.800
328,image169.tif,51,255,255,255,9.005,7.211,116.821,10.000,286,689,126.870,7.906
329,image169.tif,52,255,255,255,8.986,7.368,30.870,9.487,854,703,18.435,7.778
330,image169.tif,52,255,255,255,12.441,5.322,177.299,13.153,37,724,171.254,6.000
331,image169.tif,60,255,255,255,9.178,8.324,149.495,10.000,256,724,126.870,8.974
332,image169.tif,69,255,255,255,10.407,8.442,73.635,11.402,896,740,74.745,9.000
333,image169.tif,68,255,255,255,9.669,8.955,42.158,10.817,335,766,33.690,9.000
