 ,Label,Area,Mean,Min,Max,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,image253.tif,2090,255,255,255,52.803,50.397,161.821,54.231,427,287,157.218,51.000
2,image255.tif,1955,255,255,255,53.228,46.765,155.482,54.231,478,363,157.218,47.939
3,image255.tif,1890,255,255,255,53.682,44.827,61.783,55.317,848,500,49.399,47.009
4,image269.tif,1978,255,255,255,52.879,47.627,47.855,55.317,475,339,49.399,49.193
5,image270.tif,1819,255,255,255,49.238,47.037,71.295,51.971,520,395,59.982,47.852
6,image271.tif,1903,255,255,255,52.355,46.279,108.126,54.231,431,332,112.782,47.000
7,image272.tif,1975,255,255,255,51.681,48.657,10.424,54.083,528,486,33.690,50.088
8,image273.tif,1129,255,255,255,44.505,32.300,33.120,50.120,420,241,28.610,33.541
9,image274.tif,1708,255,255,255,52.196,41.664,160.760,54.424,461,403,159.567,43.660
10,image275.tif,2150,255,255,255,52.896,51.752,25.752,55.660,539,350,162.216,52.692
11,image276.tif,1752,255,255,255,48.143,46.336,101.690,50.695,415,282,112.011,48.000
12,image277.tif,1850,255,255,255,50.014,47.097,147.724,52.431,486,338,145.098,48.000
13,image278.tif,1423,255,255,255,49.728,36.435,114.513,52.000,492,303,112.620,37.566
14,image279.tif,1765,255,255,255,52.469,42.830,81.754,53.600,441,392,81.416,45.695
15,image280.tif,2016,255,255,255,53.134,48.309,9.479,55.227,497,383,174.806,49.000
16,image281.tif,2030,255,255,255,52.550,49.185,20.486,55.036,479,341,2.083,51.000
17,image281.tif,1821,255,255,255,51.313,45.184,63.015,53.075,74,454,47.291,45.895
18,image282.tif,1759,255,255,255,48.087,46.574,78.036,51.546,520,287,108.083,47.405
19,image283.tif,1334,255,255,255,45.792,37.092,115.484,49.254,502,347,84.174,36.672
20,image284.tif,1902,255,255,255,52.358,46.253,19.935,55.009,473,367,27.031,47.118
21,image285.tif,1787,255,255,255,53.269,42.713,73.668,54.918,474,422,79.509,43.237
22,image285.tif,1359,255,255,255,52.170,33.167,167.777,53.759,668,414,161.565,34.124
23,image286.tif,2027,255,255,255,52.390,49.262,131.326,55.227,500,300,137.936,50.205
24,image286.tif,1776,255,255,255,51.882,43.585,95.799,52.498,388,651,72.255,45.000
25,image287.tif,1785,255,255,255,52.048,43.666,95.171,52.773,667,159,99.819,45.995
26,image287.tif,1899,255,255,255,51.936,46.555,15.109,53.460,443,450,7.524,47.270
27,image288.tif,1828,255,255,255,48.489,48.000,114.416,51.923,707,29,164.358,48.000
28,image288.tif,1834,255,255,255,48.957,47.698,53.502,51.478,510,338,60.945,47.000
29,image289.tif,2023,255,255,255,51.339,50.172,85.090,53.451,583,98,107.418,51.200
30,image289.tif,1945,255,255,255,50.233,49.299,150.105,51.884,405,431,27.553,50.000
31,image290.tif,1992,255,255,255,52.272,48.521,12.547,54.129,489,351,11.725,49.553
32,image291.tif,1720,255,255,255,50.901,43.024,78.075,52.953,607,478,79.114,43.000
33,image292.tif,1999,255,255,255,53.580,47.503,68.829,54.918,504,460,56.889,48.299
34,image293.tif,1694,255,255,255,48.999,44.019,135.377,52.498,504,324,130.365,43.841
35,image294.tif,2067,255,255,255,54.299,48.468,3.035,57.079,395,259,176.987,49.000
36,image294.tif,1575,255,255,255,49.486,40.524,45.909,52.010,549,340,52.028,42.017
37,image295.tif,1811,255,255,255,49.784,46.316,60.503,51.313,534,477,56.929,48.000
38,image296.tif,1943,255,255,255,52.663,46.976,59.021,55.227,490,462,58.325,48.746
39,image297.tif,1769,255,255,255,51.540,43.701,35.917,54.129,340,143,25.145,44.254
40,image297.tif,1973,255,255,255,51.360,48.912,126.926,53.907,513,349,139.514,50.913
41,image297.tif,1652,255,255,255,50.591,41.576,57.030,53.000,249,648,58.109,43.743
42,image298.tif,1812,255,255,255,48.340,47.726,104.305,51.400,533,131,127.093,48.000
43,image299.tif,2069,255,255,255,52.355,50.316,122.434,54.129,491,401,101.725,51.343
44,image300.tif,2008,255,255,255,51.657,49.493,175.742,53.824,494,351,144.834,50.000
45,image301.tif,1878,255,255,255,49.734,48.079,114.040,52.802,516,336,114.624,49.225
46,image302.tif,2032,255,255,255,52.234,49.531,111.753,55.073,513,396,119.358,50.478
47,image303.tif,1976,255,255,255,52.431,47.985,36.699,55.227,486,407,47.936,48.790
48,image304.tif,2026,255,255,255,52.818,48.839,78.146,54.129,491,442,64.855,50.701
49,image305.tif,1985,255,255,255,51.524,49.053,97.746,53.451,354,163,107.418,50.447
50,image305.tif,1434,255,255,255,46.994,38.852,156.284,50.804,559,498,143.807,38.580
51,image306.tif,2066,255,255,255,51.475,51.103,139.084,54.120,459,257,152.488,51.619
52,image307.tif,1651,255,255,255,49.456,42.505,48.383,54.120,578,253,27.512,45.192
53,image307.tif,1913,255,255,255,50.316,48.408,137.692,53.451,310,306,72.582,49.550
54,image307.tif,1929,255,255,255,50.525,48.611,128.782,53.151,428,489,131.186,49.922
55,image308.tif,1878,255,255,255,52.283,45.734,13.292,54.589,362,210,8.427,46.324
56,image308.tif,2126,255,255,255,52.473,51.587,86.574,54.203,633,352,119.876,53.000
