frame,x,y,z,capsule_radius,angle_xy,angle_z,velocity
0,1.9348541800000003,3.020800930000001,0.0,4.246586654074386,25.48609775261951,,
1,1.5590251300000002,2.8061967750000005,-0.331895885,4.246586654074386,122.62577056884766,27.292192339417312,25.971259915595187
2,0.8552796149999997,2.301516185,-0.7084556049999999,4.246586654074386,137.87509155273438,23.601907477565483,44.96805292114523
3,0.22617662999999943,1.678408075,-0.851650485,4.246586654074386,147.44078063964844,5.87649641094711,42.71242911880325
4,-0.24969915000000054,0.9750902050000003,-0.9443084850000001,4.246586654074386,162.05154418945312,3.3472230008097528,40.67735136807546
5,-0.55791243,0.25434886000000034,-0.82813309,4.246586654074386,169.03871154785156,0.23020736977533143,37.735210488035655
6,-0.7963447749999997,-0.3609576849999998,-0.80615814,4.246586654074386,163.49786376953125,0.0,31.440655176625402
7,-0.8111243899999998,-1.2235323249999999,-0.38885057500000003,4.246586654074386,42.27261352539063,0.0,45.634828029090755
8,-0.5706969700000002,-1.9178345849999996,0.24495814000000002,4.246586654074386,72.97247314453125,4.401330088528315,46.2070284466121
9,-0.11217283499999997,-1.9915441149999995,0.73104234,4.246586654074386,99.73917388916016,0.01874852292453129,32.01315371237505
10,0.6083871600000004,-1.801735795,1.2842319199999999,4.246586654074386,117.11920928955078,3.7934995171365835,44.19223662739837
11,1.33840205,-1.3776245399999998,1.78442563,4.246586654074386,136.8671875,2.0546923803560553,46.72944862800102
12,1.9387247250000001,-0.6902057299999997,1.911770165,4.246586654074386,152.24368286132812,15.186985791570446,43.880598790796626
13,2.3408505899999996,0.1919845050000002,1.74900982,4.246586654074386,163.14593505859375,10.107156440281674,46.813562581563275
14,2.37369917,0.9275979750000003,1.530961505,4.246586654074386,41.11277389526367,0.0,36.569173855588595
15,1.9899178600000011,1.3972164400000002,0.962666625,4.246586654074386,69.87429809570312,11.44899808220561,39.57795107578348
16,1.4178842750000014,1.6739249950000001,0.5117881799999999,4.246586654074386,93.51258087158205,0.0,37.10258558396335
17,0.9003312950000009,1.7643385200000004,0.21363477666666664,4.246586654074386,123.83252716064452,84.59691377174344,28.766443371369736
18,0.15929274500000012,1.3136928650000002,-0.15178887000000008,4.246586654074386,147.5311737060547,23.047534983631675,44.81643285887681
19,-0.5123452749999995,0.5168261149999998,-0.5172125166666668,4.246586654074386,168.79310607910156,9.429888560300203,52.588952581115294
20,-0.7861345200000001,-0.12778739999999988,-0.584331005,4.246586654074386,170.5326690673828,10.705096794921074,33.5026998564974
21,-0.9197975249999999,-0.9524506399999999,-0.10751319000000001,4.246586654074386,20.08793830871582,0.0,45.80572420175172
22,-0.8809035699999992,-1.538868275,0.533453785,4.246586654074386,46.34965515136719,0.0,41.410424197706334
23,-0.5651985499999999,-1.71704378,0.9726090150000001,4.246586654074386,82.71420288085938,2.2607672597102826,27.116674350418826
24,0.07294251999999979,-1.7898964149999999,1.4529795550000002,4.246586654074386,105.62821197509766,2.0541156889529937,38.19295168758442
25,0.8472549999999996,-1.5440970999999997,1.872740615,4.246586654074386,127.88300323486328,6.550192531856091,43.544135803584965
26,1.493217304999999,-0.9738143099999998,1.9407276900000001,4.246586654074386,140.09393310546875,2.374980672895786,41.15982901759571
27,1.8999712349999989,-0.22659206500000018,2.0365824200000002,4.246586654074386,155.900390625,0.0,40.76863463182189
