LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,,
ID128448,128448,3,0.9599999785423279,8.551845323613671,7.1307937221015765,0.0,0.02919520065188408,1,0.8044006151014655,1,,5564.869822485207,5567.0,5132.0,6021.0,940463.0,188.7331060887222,-0.9745757535856264,-2260.4995816970677,0.0012855939523715092,0.03166499631460159,0.9056766703864545,0.7476405407227595,0.355923551180765,1.2113798290163855,2.0328000406559994,6.169340333305185,0.6711615479128029,0.8936170212765953,4.327044868026092
ID128704,128704,3,1.0,11.103053292417073,12.013661088797594,0.0,0.7006848156452179,24,0.8221599432741343,1,,5263.672413793103,5259.0,3995.0,6023.0,915879.0,368.30259241746194,-0.9752257664740471,-1125.1722512246013,-0.013975867186906847,-0.014353978328688653,1.1664490571392176,0.6238097116448845,2.283652583595874,1.8698796048934243,2.123550042471,6.420620291036278,0.6473190527624945,0.8666666666666673,4.406012622911492
ID128647,128647,3,1.0,11.999755471679578,9.864594899869246,0.0,0.49631841108202934,17,0.9163175402492083,1,,5300.284403669725,5281.0,4300.0,5938.0,1155462.0,313.06681584640194,-0.9753035774125531,-1337.2047251692936,-0.0016119740804766331,0.026802484587327983,1.0608618559097638,0.8484925170623767,1.245038703379101,1.2502901729559681,2.637800052756,7.241386982888513,0.6321326502863658,0.8790322580645165,4.458623704914443
ID128582,128582,3,0.9700000286102295,11.212762303176387,8.629342103661484,0.0,0.2919520065188408,10,0.9802865142976249,1,,5430.697580645161,5419.0,4944.0,5917.0,1346813.0,204.76104685684845,-0.9749784165377819,-2066.8953343972867,-0.002966608328336104,0.027129369692175515,1.1012584047599085,0.8999659459584247,-0.7575939257598767,1.2236667506203427,3.0189500603790003,8.067164894299692,0.5829400915067057,0.848639455782313,4.642938911984428
ID128521,128521,3,1.0,10.41799718020334,7.858084873902483,0.0,0.20436640456318855,7,0.937098357466765,1,,5448.842794759826,5463.0,5033.0,5820.0,1247785.0,182.79350756028003,-0.9750639517480417,-2331.197016349239,0.01328635427329873,0.027390527551784293,1.0066502604210006,0.9574780266653183,1.5560375460153775,1.051355991872668,2.7588000551760024,7.6249907577158735,0.5962816530958038,0.8260869565217394,4.590703127236868
ID128713,128713,3,1.0,11.011277315152912,12.269788209754067,0.0,0.729880016297102,25,0.7485990123750377,1,,5166.08904109589,5120.0,4017.0,5986.0,754249.0,352.59096006626925,-0.9757256219794506,-1177.8779942337706,-0.03420153925540105,0.00833941519432631,1.1625370085071718,0.5110979693578119,2.441335494785176,2.2745874141661817,1.760550035210999,6.00323966134407,0.6138847899647082,0.9122257053291536,4.5244052269391215
ID128456,128456,3,0.9700000286102295,8.681894823661079,7.3097895467821195,0.0,0.05839040130376816,2,0.8554498483093109,1,,5522.184210526316,5520.0,5072.0,6055.0,1049215.0,206.4150100238111,-0.9744550241953209,-2041.0606689915205,0.02230674176326776,0.023839724287153762,0.9472113168198101,0.7851437524594157,0.8166821250649146,1.2064176959349513,2.299000045979999,7.945669200752418,0.4576019678876314,0.8425720620842572,5.240358398847761
