popt_bright,pcov_bright,r_squared_bright,popt_dark,pcov_dark,r_squared_dark
[ 1.41543889  1.19859706 -2.18949361],"[[ 0.00592309 -0.00219572 -0.00882064]
 [-0.00219572  0.00081766  0.00324782]
 [-0.00882064  0.00324782  0.01330729]]",0.9992392632024124,[-45.82491138   0.09381325  47.38588658],"[[ 1.30148042e+03  2.43354036e+00 -1.30621029e+03]
 [ 2.43354036e+00  4.55099585e-03 -2.44234841e+00]
 [-1.30621029e+03 -2.44234841e+00  1.31095950e+03]]",0.9944877232454541
