NAME,ASSOCIATION,EXPERIMENT,IMAGE,LOCATION,POSITION,SHAPE,SHAPE.area,SHAPE.length,SHAPE.width.mean,ZSCORE,
b1859,0,WT_swarmer,agar_4,(x=13.18 y=62.96),5,1,0.61617833,1.8356653,0.36617228,3.0160022,
b1860,0,WT_swarmer,agar_4,(x=12.72 y=39.28),5,1,0.7613074,1.977786,0.41456142,3.4659548,
b1861,0,WT_swarmer,agar_4,(x=13.09 y=70.63),5,1,0.580091,1.7592392,0.35788637,3.3031433,
b1862,0,WT_swarmer,agar_4,(x=13.79 y=66.73),5,1,0.6887547,1.8629537,0.40070766,3.0724514,
b1863,0,WT_swarmer,agar_4,(x=13.57 y=61.41),5,1,0.71319103,1.8945396,0.40785304,3.1056657,
b1864,0,WT_swarmer,agar_4,(x=14.14 y=23.37),5,1,0.58010286,1.6764444,0.3781622,2.95326,
b1865,0,WT_swarmer,agar_4,(x=14.00 y=46.60),5,1,0.6162256,1.814419,0.37045935,3.1785154,
b1866,0,WT_swarmer,agar_4,(x=13.78 y=72.55),5,1,0.8941711,2.1732836,0.45300275,3.395384,
b1867,0,WT_swarmer,agar_4,(x=14.33 y=16.90),5,1,0.41092736,1.5843936,0.27385595,2.557591,
b1868,0,WT_swarmer,agar_4,(x=14.09 y=3.85),5,1,0.44712988,1.7015507,0.27731383,2.7264225,
b1869,0,WT_swarmer,agar_4,(x=14.14 y=36.79),5,1,0.5437674,1.7391573,0.33939314,3.3265235,
b1870,0,WT_swarmer,agar_4,(x=14.21 y=54.67),5,1,0.4229092,1.4085236,0.33159077,2.8948953,
b1871,0,WT_swarmer,agar_4,(x=14.56 y=43.10),5,1,0.7492547,2.1681342,0.37016788,3.0435083,
b1872,0,WT_swarmer,agar_4,(x=14.44 y=20.64),5,1,0.29009277,1.3003302,0.2397605,2.685361,
b1873,0,WT_swarmer,agar_4,(x=15.61 y=45.79),5,1,0.5558674,1.6088668,0.38048363,2.88566,
b1874,0,WT_swarmer,agar_4,(x=16.10 y=26.61),5,1,0.6283965,2.0663006,0.32728475,3.1101432,
b1875,0,WT_swarmer,agar_4,(x=15.50 y=6.07),5,1,0.4108594,1.5176826,0.28739226,2.8257766,
b1876,0,WT_swarmer,agar_4,(x=16.13 y=53.98),5,1,0.6407801,1.7778193,0.39291343,3.3045726,
b1877,0,WT_swarmer,agar_4,(x=15.71 y=19.78),5,1,0.33839825,1.3180126,0.27358198,2.7471266,
b1878,0,WT_swarmer,agar_4,(x=15.83 y=12.38),5,1,0.6767315,1.9292711,0.38014525,3.4115696,
b1879,0,WT_swarmer,agar_4,(x=15.98 y=73.58),5,1,0.54398006,1.5402158,0.38880366,3.2258804,
b1880,0,WT_swarmer,agar_4,(x=16.19 y=72.25),5,1,0.51944923,1.4467185,0.39663032,3.4106162,
b1881,0,WT_swarmer,agar_4,(x=16.27 y=16.97),5,1,0.55589104,1.6888189,0.35975105,3.0564148,
b1882,0,WT_swarmer,agar_4,(x=16.36 y=2.73),5,1,0.42297122,1.6316782,0.2718956,2.6121552,
b1883,0,WT_swarmer,agar_4,(x=16.24 y=40.80),5,1,0.6284201,1.9671981,0.34401885,3.1247432,
b1884,0,WT_swarmer,agar_4,(x=16.55 y=1.78),5,1,0.4229535,1.4917195,0.30099446,3.0934963,
b1885,0,WT_swarmer,agar_4,(x=17.22 y=65.44),5,1,1.0875348,2.229248,0.5354239,3.1696918,
b1886,0,WT_swarmer,agar_4,(x=16.73 y=75.71),5,1,0.5919547,1.6116174,0.40460742,3.204613,
b1887,0,WT_swarmer,agar_4,(x=16.97 y=43.66),5,1,0.6404729,1.9558828,0.35266346,3.0712156,
b1888,0,WT_swarmer,agar_4,(x=17.21 y=6.17),5,1,0.50753534,1.9322631,0.27684078,2.847484,
b1889,0,WT_swarmer,agar_4,(x=17.77 y=50.40),5,1,0.80956566,2.0940084,0.41611332,3.2135575,
b1890,0,WT_swarmer,agar_4,(x=17.98 y=73.14),5,1,0.7009965,2.1481082,0.34951505,3.4084346,
b1891,0,WT_swarmer,agar_4,(x=18.20 y=29.27),5,1,0.7250547,2.0435014,0.3837719,3.0495505,
b1892,0,WT_swarmer,agar_4,(x=17.44 y=71.65),5,1,0.51968557,1.4647927,0.39173496,3.338832,
b1893,0,WT_swarmer,agar_4,(x=18.49 y=4.58),5,1,0.61630243,1.818365,0.3696564,2.8865066,
b1894,0,WT_swarmer,agar_4,(x=18.26 y=30.47),5,1,0.19319825,0.9929743,0.19922729,3.1654997,
b1895,0,WT_swarmer,agar_4,(x=19.13 y=43.21),5,1,0.7008783,2.0474672,0.370261,3.0320945,
b1896,0,WT_swarmer,agar_4,(x=18.83 y=67.91),5,1,0.50749105,1.4621017,0.38332817,3.3240967,
b1897,0,WT_swarmer,agar_4,(x=18.72 y=15.78),5,1,0.78549564,2.025767,0.4193921,3.2185473,
b1898,0,WT_swarmer,agar_4,(x=19.20 y=14.45),5,1,0.604291,1.9501837,0.33367324,2.8492155,
b1899,0,WT_swarmer,agar_4,(x=19.07 y=66.57),5,1,0.50763285,1.6169778,0.3456557,3.3561838,
b1900,0,WT_swarmer,agar_4,(x=19.82 y=55.01),5,1,0.4834801,1.5806888,0.33675328,2.9277234,
b1901,0,WT_swarmer,agar_4,(x=20.03 y=50.25),5,1,0.65250194,1.847352,0.38525888,3.1114697,
b1902,0,WT_swarmer,agar_4,(x=19.75 y=3.49),5,1,0.29001006,1.1704721,0.2631225,2.5741513,
b1903,0,WT_swarmer,agar_4,(x=20.29 y=32.12),5,1,0.56792015,1.8240778,0.33959562,3.3494139,
b1904,0,WT_swarmer,agar_4,(x=20.94 y=60.23),5,1,0.7733602,1.8137741,0.47568724,2.9191773,
b1905,0,WT_swarmer,agar_4,(x=21.20 y=12.91),5,1,1.0151356,2.003863,0.5744322,2.9190073,
b1906,0,WT_swarmer,agar_4,(x=21.86 y=72.79),5,1,0.6884238,1.9977431,0.37293407,3.1003344,
b1907,0,WT_swarmer,agar_4,(x=21.63 y=3.71),5,1,0.36253622,1.1962854,0.33961144,2.908218,
b1908,0,WT_swarmer,agar_4,(x=22.01 y=11.91),5,1,0.32628644,1.257741,0.27886385,2.9050558,
b1909,0,WT_swarmer,agar_4,(x=22.52 y=37.09),5,1,0.70080745,1.9820228,0.3824861,3.1854115,
b1910,0,WT_swarmer,agar_4,(x=21.89 y=24.19),5,1,0.44708556,1.4731532,0.32493627,3.1199753,
b1911,0,WT_swarmer,agar_4,(x=22.57 y=63.34),5,1,0.6886129,1.9452293,0.38135603,3.26095,
b1912,0,WT_swarmer,agar_4,(x=22.52 y=1.12),5,1,0.30211744,1.3406485,0.23975214,2.4955165,
b1913,0,WT_swarmer,agar_4,(x=23.16 y=24.54),5,1,0.42293283,1.4678881,0.30847415,2.9691267,
b1914,0,WT_swarmer,agar_4,(x=22.99 y=6.38),5,1,0.71298426,1.9127617,0.40396687,3.1039293,
b1915,0,WT_swarmer,agar_4,(x=23.09 y=49.58),5,1,0.8219965,2.048502,0.44364044,3.0327685,
b1916,0,WT_swarmer,agar_4,(x=23.31 y=11.56),5,1,0.62834924,1.929637,0.35292533,2.9896548,
b1917,0,WT_swarmer,agar_4,(x=23.84 y=4.91),5,1,0.4834151,1.7267196,0.29542866,2.6593754,
b1918,0,WT_swarmer,agar_4,(x=23.96 y=39.06),5,1,0.5315492,1.6800426,0.34590694,2.9589071,
b1919,0,WT_swarmer,agar_4,(x=24.31 y=12.43),5,1,0.6043147,1.8736799,0.34948584,3.333529,
b1920,0,WT_swarmer,agar_4,(x=24.99 y=57.19),5,1,0.7976547,1.9239298,0.46287802,2.846762,
b1921,0,WT_swarmer,agar_4,(x=25.44 y=22.27),5,1,0.93042386,1.5944331,0.67793375,3.1360333,
b1922,0,WT_swarmer,agar_4,(x=24.72 y=54.94),5,1,0.3506637,1.4371325,0.2570671,2.5711014,
b1923,0,WT_swarmer,agar_4,(x=24.92 y=60.93),5,1,0.5920965,1.6274017,0.39767316,3.6445012,
b1924,0,WT_swarmer,agar_4,(x=24.65 y=10.61),5,1,0.51960284,1.6388563,0.34653968,2.8136153,
b1925,0,WT_swarmer,agar_4,(x=25.24 y=58.65),5,1,0.48338556,1.4324781,0.37262616,3.436573,
b1926,0,WT_swarmer,agar_4,(x=25.65 y=74.28),5,1,0.7005711,1.9371133,0.38967198,3.0133884,
b1927,0,WT_swarmer,agar_4,(x=25.31 y=14.39),5,1,0.6525492,2.0138128,0.35048673,3.176853,
b1928,0,WT_swarmer,agar_4,(x=25.48 y=55.62),5,1,0.44722736,1.3197297,0.37182134,3.3687592,
b1929,0,WT_swarmer,agar_4,(x=25.74 y=75.68),5,1,0.4595164,1.4886142,0.3375627,2.735389,
b1930,0,WT_swarmer,agar_4,(x=26.13 y=2.96),5,1,0.7492577,2.0933037,0.38519013,3.1127424,
b1931,0,WT_swarmer,agar_4,(x=27.05 y=61.28),5,1,1.0276493,2.0939803,0.5395024,3.446459,
b1932,0,WT_swarmer,agar_4,(x=26.53 y=1.46),5,1,0.36254507,1.5691357,0.24398738,2.5202103,
b1933,0,WT_swarmer,agar_4,(x=26.42 y=23.80),5,1,0.27782735,1.2021849,0.24550813,2.7337508,
b1934,0,WT_swarmer,agar_4,(x=26.66 y=68.13),5,1,0.4107383,1.5794216,0.27471563,2.561995,
b1935,0,WT_swarmer,agar_4,(x=26.84 y=25.05),5,1,0.6404729,2.1126144,0.32626563,3.4428122,
b1936,0,WT_swarmer,agar_4,(x=26.83 y=59.18),5,1,0.45894924,1.6830145,0.28963512,2.9311695,
b1938,0,WT_swarmer,agar_4,(x=27.02 y=23.29),5,1,0.32618007,1.4641129,0.23857981,2.427623,
b1939,0,WT_swarmer,agar_4,(x=26.95 y=69.28),5,1,0.29002187,1.2294372,0.25603652,2.1599612,
b1940,0,WT_swarmer,agar_4,(x=27.70 y=19.33),5,1,0.6162492,1.994934,0.3341474,3.1610022,
b1941,0,WT_swarmer,agar_4,(x=27.41 y=58.05),5,1,0.39892188,1.5974394,0.26363018,2.7847092,
b1942,0,WT_swarmer,agar_4,(x=27.62 y=65.73),5,1,0.6769383,1.9111816,0.38374403,3.345707,
b1943,0,WT_swarmer,agar_4,(x=28.70 y=21.12),5,1,0.8579184,2.2668152,0.4066303,3.0955672,
b1944,0,WT_swarmer,agar_4,(x=28.47 y=52.85),5,1,0.6888965,1.8339008,0.4096452,3.2207155,
b1945,0,WT_swarmer,agar_4,(x=28.45 y=15.41),5,1,0.39885098,1.426065,0.29479465,2.7872565,
b1946,0,WT_swarmer,agar_4,(x=28.03 y=17.27),5,1,0.82180744,2.0724196,0.4360935,3.2139542,
b1947,0,WT_swarmer,agar_4,(x=28.41 y=58.94),5,1,0.3019328,1.0569179,0.3109177,3.2183614,
b1948,0,WT_swarmer,agar_4,(x=28.96 y=66.92),5,1,0.68894374,1.9385179,0.38267955,3.0264099,
b1950,0,WT_swarmer,agar_4,(x=28.42 y=43.58),5,1,0.74920744,2.0649512,0.3904792,3.2655745,
b1951,0,WT_swarmer,agar_4,(x=28.70 y=7.66),5,1,0.6284142,1.8745239,0.36330077,2.984805,
b1952,0,WT_swarmer,agar_4,(x=28.75 y=72.50),5,1,0.5074438,1.1493849,0.51267844,2.6836095,
b1953,0,WT_swarmer,agar_4,(x=29.29 y=33.11),5,1,0.4591383,1.6235006,0.29668722,3.0164087,
b1954,0,WT_swarmer,agar_4,(x=29.13 y=58.15),5,1,0.38606563,1.2077088,0.35883054,3.4975686,
b1955,0,WT_swarmer,agar_4,(x=29.20 y=13.35),5,1,0.5316674,1.6623819,0.34958088,3.3154027,
b1956,0,WT_swarmer,agar_4,(x=29.65 y=71.67),5,1,0.39882734,1.2557323,0.35227433,2.8008692,
b1957,0,WT_swarmer,agar_4,(x=30.00 y=75.71),5,1,0.58004373,1.6537293,0.38335946,3.1756792,
b1958,0,WT_swarmer,agar_4,(x=29.98 y=14.15),5,1,0.45916194,1.7373077,0.27894664,2.85312,
b1959,0,WT_swarmer,agar_4,(x=30.11 y=60.07),5,1,0.6285383,1.3661261,0.52539,2.6702724,
b1960,0,WT_swarmer,agar_4,(x=30.25 y=57.75),5,1,0.68922734,1.9565393,0.37915415,3.169927,
b1961,0,WT_swarmer,agar_4,(x=30.64 y=34.59),5,1,0.39878008,1.4990389,0.28240964,3.094297,
b1962,0,WT_swarmer,agar_4,(x=31.04 y=15.69),5,1,0.8217365,1.9022108,0.48235118,3.2003555,
b1963,0,WT_swarmer,agar_4,(x=30.57 y=31.72),5,1,0.3261328,1.1113505,0.33271658,3.1017888,
b1964,0,WT_swarmer,agar_4,(x=30.57 y=55.55),5,1,0.7007602,2.0433085,0.37101418,3.005281,
b1965,0,WT_swarmer,agar_4,(x=31.50 y=49.59),5,1,0.66450745,2.1127403,0.33855724,3.2166038,
b1966,0,WT_swarmer,agar_4,(x=31.51 y=24.16),5,1,0.7733129,1.9754642,0.42163655,3.2844534,
b1967,0,WT_swarmer,agar_4,(x=30.97 y=62.47),5,1,0.3990164,1.4920409,0.28373465,2.608143,
b1968,0,WT_swarmer,agar_4,(x=31.46 y=74.85),5,1,0.6047164,1.9353253,0.338355,3.2662778,
b1969,0,WT_swarmer,agar_4,(x=31.91 y=68.68),5,1,0.6404492,1.906993,0.36398473,3.4241753,
b1970,0,WT_swarmer,agar_4,(x=32.26 y=45.97),5,1,0.6524074,1.776317,0.40066582,3.1326318,
b1971,0,WT_swarmer,agar_4,(x=31.61 y=33.22),5,1,0.42288557,1.5892437,0.28105006,3.02617,
b1972,0,WT_swarmer,agar_4,(x=32.12 y=58.23),5,1,0.36252734,1.3749211,0.2805309,2.6590033,
b1973,0,WT_swarmer,agar_4,(x=32.66 y=11.88),5,1,0.7131201,1.9356093,0.3991988,3.0245404,
b1974,0,WT_swarmer,agar_4,(x=32.76 y=73.33),5,1,0.6645547,1.9743286,0.36255175,2.8565137,
b1976,0,WT_swarmer,agar_4,(x=32.87 y=75.98),5,1,0.37424922,1.3559209,0.29394454,2.5120919,
b1977,0,WT_swarmer,agar_4,(x=33.35 y=39.97),5,1,0.5560801,1.8877743,0.3103518,2.890343,
b1978,0,WT_swarmer,agar_4,(x=33.78 y=25.41),5,1,0.64068556,1.8523548,0.37472066,2.8196187,
b1979,0,WT_swarmer,agar_4,(x=33.82 y=1.72),5,1,0.39878896,1.8533978,0.22469026,2.4970927,
b1980,0,WT_swarmer,agar_4,(x=33.37 y=65.31),5,1,0.65236014,1.8311553,0.38866723,3.2175713,
b1981,0,WT_swarmer,agar_4,(x=34.04 y=37.87),5,1,0.5802328,1.9127394,0.31961903,2.8021529,
b1982,0,WT_swarmer,agar_4,(x=33.72 y=7.70),5,1,0.27787462,0.9601926,0.30898023,2.5810423,
b1983,0,WT_swarmer,agar_4,(x=33.83 y=44.11),5,1,0.87016016,2.2687216,0.41201195,3.1395762,
b1984,0,WT_swarmer,agar_4,(x=34.57 y=49.18),5,1,0.8099438,2.4412594,0.3545555,3.0600936,
b1985,0,WT_swarmer,agar_4,(x=34.55 y=73.40),5,1,0.5314547,1.3876935,0.4272483,2.3003066,
b1986,0,WT_swarmer,agar_4,(x=34.48 y=35.09),5,1,0.3988746,1.451499,0.29413044,3.1568673,
b1987,0,WT_swarmer,agar_4,(x=34.57 y=29.27),5,1,0.44708556,1.5534669,0.30395284,2.8997333,
b1988,0,WT_swarmer,agar_4,(x=35.18 y=76.21),5,1,0.7733602,1.9254714,0.4353057,3.342863,
b1989,0,WT_swarmer,agar_4,(x=34.89 y=58.44),5,1,0.6038656,1.791662,0.3678102,3.1941404,
b1990,0,WT_swarmer,agar_4,(x=35.54 y=6.83),5,1,0.28998643,1.1019454,0.28272697,3.1061184,
b1991,0,WT_swarmer,agar_4,(x=35.67 y=35.00),5,1,0.5075856,1.760382,0.3028616,2.840479,
b1992,0,WT_swarmer,agar_4,(x=36.24 y=53.73),5,1,0.6165328,1.7928505,0.37491843,3.5646327,
b1993,0,WT_swarmer,agar_4,(x=36.44 y=69.90),5,1,0.7619219,1.9201822,0.4296883,3.1527581,
b1994,0,WT_swarmer,agar_4,(x=36.99 y=16.76),5,1,0.7492783,2.264655,0.35542434,2.9989765,
b1995,0,WT_swarmer,agar_4,(x=36.41 y=8.25),5,1,0.51968557,1.7376161,0.3155935,2.9068434,
b1996,0,WT_swarmer,agar_4,(x=37.65 y=32.01),5,1,0.6646965,1.9303571,0.37314752,3.0147545,
b1997,0,WT_swarmer,agar_4,(x=37.52 y=21.38),5,1,0.4593037,1.7421427,0.27817193,2.7519805,
b1998,0,WT_swarmer,agar_4,(x=37.18 y=55.68),5,1,0.21789454,0.9652161,0.24055275,2.6312156,
b1999,0,WT_swarmer,agar_4,(x=37.68 y=71.76),5,1,0.43512735,1.740175,0.26382956,2.5304408,
b2000,0,WT_swarmer,agar_4,(x=38.67 y=45.67),5,1,0.68894374,1.9494056,0.38054055,3.1843061,
b2001,0,WT_swarmer,agar_4,(x=38.76 y=54.83),5,1,0.6041492,1.2222389,0.56607836,2.5447989,
b2002,0,WT_swarmer,agar_4,(x=39.27 y=75.20),5,1,0.84577113,2.224331,0.40855998,3.264589,
b2003,0,WT_swarmer,agar_4,(x=38.75 y=9.86),5,1,0.5922501,1.7200257,0.37367153,2.7224247,
b2004,0,WT_swarmer,agar_4,(x=38.96 y=19.39),5,1,0.64037836,1.888614,0.36752662,3.201822,
b2005,0,WT_swarmer,agar_4,(x=39.04 y=47.19),5,1,0.70094925,2.064545,0.3653581,3.0353103,
b2006,0,WT_swarmer,agar_4,(x=39.76 y=70.05),5,1,0.79727656,2.0343003,0.424057,3.2978098,
b2007,0,WT_swarmer,agar_4,(x=40.54 y=21.94),5,1,0.6282547,2.1692095,0.30250898,2.7836375,
b2008,0,WT_swarmer,agar_4,(x=40.31 y=42.59),5,1,0.4350328,1.7097601,0.26852337,2.4640362,
b2009,0,WT_swarmer,agar_4,(x=40.02 y=35.55),5,1,0.66493285,2.21298,0.31282732,3.1184018,
b2010,0,WT_swarmer,agar_4,(x=40.14 y=45.27),5,1,0.27811095,1.2493631,0.2391426,2.6121094,
b2011,0,WT_swarmer,agar_4,(x=40.39 y=4.09),5,1,0.4834033,1.6925006,0.30317068,3.0310957,
b2012,0,WT_swarmer,agar_4,(x=40.35 y=53.58),5,1,0.3865383,1.4324312,0.2845904,2.768084,
b2013,0,WT_swarmer,agar_4,(x=40.59 y=59.73),5,1,0.5562219,1.6060115,0.38116014,3.5785594,
b2014,0,WT_swarmer,agar_4,(x=40.42 y=19.76),5,1,0.5318801,1.7450656,0.33072856,3.1526482,
b2015,0,WT_swarmer,agar_4,(x=41.36 y=51.08),5,1,0.71371096,1.9793603,0.38793093,2.9741378,
b2016,0,WT_swarmer,agar_4,(x=41.67 y=36.17),5,1,0.57999647,1.6658355,0.38057137,2.7615986,
b2017,0,WT_swarmer,agar_4,(x=41.37 y=33.69),5,1,0.9184656,1.8927882,0.5417822,3.1645577,
b2018,0,WT_swarmer,agar_4,(x=41.74 y=71.45),5,1,0.3019328,1.3920648,0.23089747,2.4653585,
b2019,0,WT_swarmer,agar_4,(x=42.80 y=18.69),5,1,0.5920256,2.0753021,0.29681072,2.735238,
b2020,0,WT_swarmer,agar_4,(x=42.41 y=39.55),5,1,0.49562734,1.6474938,0.32868958,2.9294581,
b2021,0,WT_swarmer,agar_4,(x=43.02 y=74.09),5,1,0.62834924,1.7153301,0.39763677,3.2261858,
b2022,0,WT_swarmer,agar_4,(x=43.69 y=22.49),5,1,0.56794375,1.8011191,0.3439259,2.8624132,
b2023,0,WT_swarmer,agar_4,(x=43.26 y=47.30),5,1,0.4598,1.3324821,0.3842793,3.116373,
b2024,0,WT_swarmer,agar_4,(x=43.64 y=67.15),5,1,0.66464925,1.874994,0.38416407,3.1376026,
b2025,0,WT_swarmer,agar_4,(x=43.51 y=70.59),5,1,0.7248656,2.064822,0.3779078,3.3354115,
b2026,0,WT_swarmer,agar_4,(x=43.55 y=38.68),5,1,0.64026016,1.7644529,0.39588958,2.9780316,
b2027,0,WT_swarmer,agar_4,(x=44.44 y=50.65),5,1,0.6041492,1.7032388,0.38505507,3.324387,
b2028,0,WT_swarmer,agar_4,(x=44.61 y=47.57),5,1,0.85768205,2.0484352,0.46322814,3.3716612,
b2029,0,WT_swarmer,agar_4,(x=44.58 y=29.44),5,1,0.6767492,1.7615402,0.41899082,3.1302931,
b2030,0,WT_swarmer,agar_4,(x=44.65 y=36.33),5,1,0.30212188,1.1392193,0.2848718,2.542172,
b2032,0,WT_swarmer,agar_4,(x=45.20 y=15.88),5,1,0.44715646,1.4776669,0.32394373,2.7259965,
b2033,0,WT_swarmer,agar_4,(x=45.45 y=71.61),5,1,0.5681328,1.7642138,0.3511196,2.9131086,
b2034,0,WT_swarmer,agar_4,(x=45.77 y=31.44),5,1,0.70094925,2.1507816,0.34907827,3.2116816,
b2035,0,WT_swarmer,agar_4,(x=45.20 y=35.24),5,1,0.19350547,0.9017045,0.23322031,2.4424183,
b2036,0,WT_swarmer,agar_4,(x=46.03 y=18.18),5,1,0.6161547,1.8523576,0.36057842,2.8307214,
b2037,0,WT_swarmer,agar_4,(x=45.42 y=3.76),5,1,0.47136235,1.7628047,0.28084233,2.4645584,
b2038,0,WT_swarmer,agar_4,(x=46.07 y=13.90),5,1,0.7370838,2.0198586,0.39473417,3.0284784,
b2039,0,WT_swarmer,agar_4,(x=46.06 y=50.75),5,1,0.5686055,1.7391269,0.35448405,3.0319383,
b2040,0,WT_swarmer,agar_4,(x=46.41 y=42.71),5,1,0.78536564,1.9206893,0.45663428,3.3783495,
b2041,0,WT_swarmer,agar_4,(x=46.62 y=62.75),5,1,0.71314377,1.8603618,0.4153459,3.4752712,
b2042,0,WT_swarmer,agar_4,(x=45.97 y=35.84),5,1,0.4110219,1.6862965,0.25864288,2.863327,
b2043,0,WT_swarmer,agar_4,(x=46.82 y=69.03),5,1,0.7373438,1.9835403,0.40196267,3.2348917,
b2044,0,WT_swarmer,agar_4,(x=46.30 y=26.54),5,1,0.3260383,1.1860917,0.29211548,2.700831,
b2045,0,WT_swarmer,agar_4,(x=46.53 y=49.35),5,1,0.42397267,1.2346225,0.38391265,3.457298,
b2046,0,WT_swarmer,agar_4,(x=46.89 y=39.58),5,1,0.93028206,2.3711462,0.419685,3.5511672,
b2047,0,WT_swarmer,agar_4,(x=47.56 y=27.28),5,1,0.3385164,1.3819625,0.2604953,2.8299708,
b2048,0,WT_swarmer,agar_4,(x=47.61 y=36.41),5,1,0.6891328,1.6709576,0.46563753,3.0550764,
b2049,0,WT_swarmer,agar_4,(x=47.93 y=40.89),5,1,0.6528328,1.9221385,0.36792877,3.435077,
b2050,0,WT_swarmer,agar_4,(x=47.95 y=44.21),5,1,0.51944923,1.7691448,0.30853698,3.3953428,
b2051,0,WT_swarmer,agar_4,(x=47.97 y=76.07),5,1,0.5558438,1.7019411,0.35452032,3.0878246,
b2052,0,WT_swarmer,agar_4,(x=48.58 y=37.54),5,1,0.7253383,1.9117441,0.41103303,3.253712,
b2053,0,WT_swarmer,agar_4,(x=49.09 y=44.03),5,1,0.7492547,2.1669593,0.37036783,3.4023054,
b2054,0,WT_swarmer,agar_4,(x=48.97 y=73.03),5,1,0.7027453,2.0215845,0.37500292,2.9885678,
b2055,0,WT_swarmer,agar_4,(x=48.68 y=20.92),5,1,0.5681328,1.9738927,0.30154166,2.8394408,
b2056,0,WT_swarmer,agar_4,(x=49.20 y=16.53),5,1,0.5196383,1.8111567,0.30137998,2.59588,
b2057,0,WT_swarmer,agar_4,(x=48.97 y=62.26),5,1,0.61587113,1.5870934,0.42762887,3.2880766,
b2058,0,WT_swarmer,agar_4,(x=49.78 y=1.20),5,1,0.6042349,1.8184106,0.3623982,3.0197604,
b2059,0,WT_swarmer,agar_4,(x=49.72 y=31.38),5,1,0.6281129,1.9579781,0.34563974,3.2167387,
b2060,0,WT_swarmer,agar_4,(x=49.40 y=41.86),5,1,0.41111642,1.4683529,0.29956666,2.6816778,
b2061,0,WT_swarmer,agar_4,(x=49.56 y=6.72),5,1,0.41090372,1.6007266,0.2710614,2.8150368,
b2062,0,WT_swarmer,agar_4,(x=50.56 y=42.43),5,1,0.30212188,1.2189847,0.26317835,2.9598646,
b2063,0,WT_swarmer,agar_4,(x=51.66 y=61.62),5,1,0.9054203,2.0921814,0.4764433,3.2367854,
b2064,0,WT_swarmer,agar_4,(x=51.44 y=13.98),5,1,0.483551,1.7978425,0.28242972,2.8169298,
b2065,0,WT_swarmer,agar_4,(x=51.77 y=42.14),5,1,0.45904377,1.57437,0.30802253,2.886234,
b2067,0,WT_swarmer,agar_4,(x=51.93 y=72.39),5,1,0.65264374,2.1080484,0.33314165,3.2788193,
b2068,0,WT_swarmer,agar_4,(x=52.25 y=58.76),5,1,0.6284438,2.0862892,0.32414988,2.9645972,
b2069,0,WT_swarmer,agar_4,(x=52.48 y=43.59),5,1,0.7857438,1.7181205,0.5128357,3.3966174,
b2070,0,WT_swarmer,agar_4,(x=51.93 y=17.74),5,1,0.531691,1.7307041,0.33347276,2.850603,
b2071,0,WT_swarmer,agar_4,(x=52.73 y=2.57),5,1,0.700902,1.7918162,0.42662162,2.6452463,
b2072,0,WT_swarmer,agar_4,(x=52.19 y=60.04),5,1,0.5435547,1.6121472,0.37145558,3.4966948,
b2073,0,WT_swarmer,agar_4,(x=53.59 y=52.43),5,1,1.3896095,1.7978492,0.91999054,3.1447506,
b2074,0,WT_swarmer,agar_4,(x=53.26 y=55.37),5,1,0.6281602,1.7003528,0.40113574,3.4744875,
b2075,0,WT_swarmer,agar_4,(x=53.02 y=5.33),5,1,0.47133282,1.6668193,0.30014542,2.7173564,
b2076,0,WT_swarmer,agar_4,(x=53.55 y=18.33),5,1,0.6044801,2.1125624,0.29987764,3.0576942,
b2077,0,WT_swarmer,agar_4,(x=53.44 y=27.76),5,1,0.5075856,1.6786861,0.32094815,3.2293997,
b2078,0,WT_swarmer,agar_4,(x=53.80 y=22.99),5,1,0.67656016,2.083224,0.349597,2.8490167,
b2079,0,WT_swarmer,agar_4,(x=53.53 y=45.24),5,1,0.5320219,1.5764986,0.37141353,3.0647035,
b2080,0,WT_swarmer,agar_4,(x=54.33 y=15.94),5,1,0.6646965,2.2914398,0.3021156,3.011841,
b2081,0,WT_swarmer,agar_4,(x=54.57 y=5.92),5,1,0.58003193,1.9735482,0.30801004,3.0545635,
b2082,0,WT_swarmer,agar_4,(x=54.28 y=20.42),5,1,0.21742187,0.9405766,0.25152847,2.6755826,
b2083,0,WT_swarmer,agar_4,(x=54.67 y=26.87),5,1,0.5678965,1.9432725,0.3062928,2.9321125,
b2084,0,WT_swarmer,agar_4,(x=54.71 y=46.35),5,1,0.6282547,1.7763581,0.385816,3.2972157,
b2085,0,WT_swarmer,agar_4,(x=55.07 y=36.24),5,1,0.42302737,1.8631676,0.23705755,2.5327446,
b2086,0,WT_swarmer,agar_4,(x=55.17 y=47.90),5,1,0.6049055,1.5875626,0.4191197,3.3728814,
b2087,0,WT_swarmer,agar_4,(x=54.88 y=35.42),5,1,0.25334376,1.1163955,0.2441829,2.665971,
b2088,0,WT_swarmer,agar_4,(x=54.92 y=66.96),5,1,0.4940203,1.513241,0.35828727,3.1188583,
b2089,0,WT_swarmer,agar_4,(x=55.32 y=49.65),5,1,0.5077273,1.7249784,0.31051278,3.231151,
b2090,0,WT_swarmer,agar_4,(x=55.50 y=75.09),5,1,0.5569781,1.5097507,0.4029123,3.459545,
b2091,0,WT_swarmer,agar_4,(x=55.74 y=20.41),5,1,0.3264164,1.1880404,0.29163614,3.0188923,
b2092,0,WT_swarmer,agar_4,(x=55.53 y=69.69),5,1,0.88178754,2.1448176,0.45509854,3.4230917,
