NAME,ASSOCIATION,EXPERIMENT,IMAGE,LOCATION,POSITION,SHAPE,SHAPE.area,SHAPE.length,SHAPE.width.mean,ZSCORE,
b6,0,WT_swarmer,agar_4,(x=0.31 y=23.29),1,1,0.15709986,1.0086832,0.15935102,3.282791,
b7,0,WT_swarmer,agar_4,(x=0.99 y=32.99),1,1,0.33837536,1.4061463,0.25367242,3.3661497,
b8,0,WT_swarmer,agar_4,(x=1.30 y=23.13),1,1,0.25378686,1.1202208,0.24335015,3.708602,
b9,0,WT_swarmer,agar_4,(x=1.52 y=60.60),1,1,0.49549443,1.6712419,0.31470263,4.2208896,
b10,0,WT_swarmer,agar_4,(x=2.57 y=36.47),1,1,0.8096661,2.0549858,0.4261499,4.064387,
b11,0,WT_swarmer,agar_4,(x=2.19 y=37.80),1,1,0.39878303,1.5444187,0.27268082,3.9222567,
b12,0,WT_swarmer,agar_4,(x=2.61 y=54.55),1,1,0.5679733,1.8980862,0.31537527,3.9108033,
b13,0,WT_swarmer,agar_4,(x=3.50 y=21.37),1,1,0.2658721,1.3393264,0.20271079,3.4538481,
b14,0,WT_swarmer,agar_4,(x=4.16 y=38.58),1,1,0.6646374,1.8410442,0.3937374,4.13141,
b15,0,WT_swarmer,agar_4,(x=4.71 y=57.70),1,1,0.7251374,2.2082727,0.3527414,3.9647822,
b16,0,WT_swarmer,agar_4,(x=4.04 y=30.73),1,1,0.29002187,1.3544322,0.22782037,3.2450898,
b17,0,WT_swarmer,agar_4,(x=4.65 y=58.92),1,1,0.6404729,1.9941866,0.3473812,4.2489886,
b18,0,WT_swarmer,agar_4,(x=5.69 y=27.06),1,1,0.18124595,1.1641682,0.15993232,3.0076866,
b19,0,WT_swarmer,agar_4,(x=6.21 y=36.89),1,1,0.31418642,1.3077347,0.25603774,3.3833714,
b20,0,WT_swarmer,agar_4,(x=7.14 y=47.38),1,1,0.45918557,1.5791204,0.30709746,3.7885096,
b21,0,WT_swarmer,agar_4,(x=7.33 y=35.76),1,1,0.48337373,1.5376257,0.34400386,3.4797795,
b22,0,WT_swarmer,agar_4,(x=7.49 y=39.66),1,1,0.54381466,1.6608893,0.3578478,3.4815788,
b23,0,WT_swarmer,agar_4,(x=8.15 y=15.92),1,1,0.22962822,1.2234143,0.19106993,3.2200158,
b24,0,WT_swarmer,agar_4,(x=8.78 y=15.42),1,1,0.20541641,1.119663,0.18846136,3.5190785,
b25,0,WT_swarmer,agar_4,(x=8.62 y=40.06),1,1,0.3625628,1.3516122,0.2853693,3.8646455,
b26,0,WT_swarmer,agar_4,(x=9.41 y=44.66),1,1,0.5196501,1.8546349,0.29258233,3.9489777,
b27,0,WT_swarmer,agar_4,(x=10.48 y=29.89),1,1,0.31418642,1.3695072,0.24408966,3.1695554,
b28,0,WT_swarmer,agar_4,(x=10.59 y=43.62),1,1,0.41064376,1.6101894,0.26946872,3.4409542,
b29,0,WT_swarmer,agar_4,(x=10.40 y=52.44),1,1,0.6767729,2.1689687,0.3342156,3.760849,
b30,0,WT_swarmer,agar_4,(x=10.76 y=64.91),1,1,0.4590674,1.5524533,0.32573456,3.9564512,
b31,0,WT_swarmer,agar_4,(x=11.07 y=57.72),1,1,1.0755057,2.338018,0.5051312,4.103205,
b32,0,WT_swarmer,agar_4,(x=11.07 y=44.19),1,1,0.19338731,1.0033312,0.19717221,3.7561977,
b33,0,WT_swarmer,agar_4,(x=11.08 y=26.17),1,1,0.5437792,1.8648047,0.30452096,3.519813,
b35,0,WT_swarmer,agar_4,(x=11.25 y=39.09),1,1,0.47121465,1.5090828,0.34174785,3.9373324,
b36,0,WT_swarmer,agar_4,(x=11.50 y=72.20),1,1,0.5680383,1.6722723,0.371207,4.3322253,
b37,0,WT_swarmer,agar_4,(x=12.03 y=63.51),1,1,0.49543828,1.5070068,0.35976765,4.239949,
b38,0,WT_swarmer,agar_4,(x=12.76 y=64.57),1,1,0.65264374,2.1682444,0.32238874,3.7589426,
b39,0,WT_swarmer,agar_4,(x=13.36 y=43.72),1,1,0.47135645,1.7545214,0.28347903,3.4091644,
b40,0,WT_swarmer,agar_4,(x=14.94 y=68.17),1,1,0.7610238,2.4081435,0.33668745,3.8422697,
b41,0,WT_swarmer,agar_4,(x=15.03 y=42.87),1,1,0.5559383,1.9712847,0.2955167,4.0307045,
b42,0,WT_swarmer,agar_4,(x=15.60 y=48.61),1,1,0.62837285,1.88592,0.3611062,4.3831773,
b43,0,WT_swarmer,agar_4,(x=15.51 y=42.20),1,1,0.3142928,1.1979483,0.27851176,4.0975842,
b44,0,WT_swarmer,agar_4,(x=15.61 y=45.42),1,1,0.6403547,1.9606874,0.35179973,3.9374204,
b45,0,WT_swarmer,agar_4,(x=17.16 y=59.61),1,1,0.45942187,1.9080324,0.2536549,3.7015624,
b46,0,WT_swarmer,agar_4,(x=16.57 y=69.26),1,1,0.3023582,1.3337138,0.24099909,3.6646008,
b47,0,WT_swarmer,agar_4,(x=16.62 y=67.77),1,1,0.4107383,1.4373854,0.30133495,3.8318772,
b49,0,WT_swarmer,agar_4,(x=17.94 y=49.69),1,1,0.5073965,1.853468,0.28595904,4.0559096,
b50,0,WT_swarmer,agar_4,(x=17.70 y=33.88),1,1,0.47135645,1.4285278,0.36431316,3.5638359,
b51,0,WT_swarmer,agar_4,(x=17.96 y=25.83),1,1,0.3142219,1.5808383,0.20989044,3.4279273,
b52,0,WT_swarmer,agar_4,(x=18.36 y=52.18),1,1,0.36266914,1.623579,0.23421559,3.3337445,
b53,0,WT_swarmer,agar_4,(x=18.49 y=58.92),1,1,0.53178555,1.7027057,0.33895543,4.0641556,
b54,0,WT_swarmer,agar_4,(x=18.13 y=34.96),1,1,0.289951,1.3110825,0.23573864,3.7123556,
b55,0,WT_swarmer,agar_4,(x=18.80 y=66.23),1,1,0.51973283,1.8155644,0.30064696,3.996403,
b56,0,WT_swarmer,agar_4,(x=18.44 y=4.92),1,1,0.15711094,0.96574146,0.16643634,3.3025641,
b57,0,WT_swarmer,agar_4,(x=18.61 y=26.95),1,1,0.31424552,1.2589111,0.26828617,3.7620966,
b58,0,WT_swarmer,agar_4,(x=18.61 y=14.63),1,1,0.48343283,1.4299835,0.3732734,3.4003499,
b59,0,WT_swarmer,agar_4,(x=19.41 y=30.95),1,1,0.44708556,1.630676,0.28760853,3.8048642,
b60,0,WT_swarmer,agar_4,(x=19.57 y=54.93),1,1,0.53192735,1.8503563,0.30007955,4.1832566,
b61,0,WT_swarmer,agar_4,(x=19.95 y=13.92),1,1,0.2295337,1.2430366,0.18648838,2.9790168,
b62,0,WT_swarmer,agar_4,(x=19.98 y=52.57),1,1,0.531691,1.6365591,0.3550968,4.1931496,
b63,0,WT_swarmer,agar_4,(x=20.68 y=22.48),1,1,0.4350328,1.6534835,0.27597576,3.4396887,
b64,0,WT_swarmer,agar_4,(x=20.24 y=75.29),1,1,0.52011096,1.7167344,0.3285441,4.008917,
b65,0,WT_swarmer,agar_4,(x=20.82 y=24.26),1,1,0.37479278,1.3273329,0.3002748,3.4757192,
b66,0,WT_swarmer,agar_4,(x=20.99 y=21.43),1,1,0.386751,1.6941031,0.24089277,3.1214898,
b67,0,WT_swarmer,agar_4,(x=20.70 y=47.39),1,1,0.24152735,1.2027258,0.2133901,3.7418883,
b68,0,WT_swarmer,agar_4,(x=20.59 y=64.98),1,1,0.37448555,1.249064,0.33269387,4.3399715,
b69,0,WT_swarmer,agar_4,(x=20.85 y=39.61),1,1,0.31417462,1.4425489,0.23317711,3.3919396,
b70,0,WT_swarmer,agar_4,(x=21.46 y=67.56),1,1,0.785602,2.1092894,0.40076625,4.1194406,
b71,0,WT_swarmer,agar_4,(x=20.87 y=28.96),1,1,0.2296164,0.995693,0.24614511,3.4406307,
b72,0,WT_swarmer,agar_4,(x=20.98 y=48.68),1,1,0.22952189,1.12003,0.2202115,3.473281,
b73,0,WT_swarmer,agar_4,(x=21.52 y=34.09),1,1,0.5436965,2.1452868,0.26470578,3.3833272,
b74,0,WT_swarmer,agar_4,(x=21.30 y=13.91),1,1,0.1812873,0.9353415,0.20113526,3.4991727,
b75,0,WT_swarmer,agar_4,(x=21.27 y=66.28),1,1,0.3745801,1.4163868,0.27882093,3.6208851,
b76,0,WT_swarmer,agar_4,(x=21.80 y=72.30),1,1,0.45918557,1.6646168,0.29283643,3.7034566,
b77,0,WT_swarmer,agar_4,(x=22.09 y=70.61),1,1,0.61643827,1.9265734,0.34668893,4.2399707,
b78,0,WT_swarmer,agar_4,(x=22.43 y=17.99),1,1,0.18129912,0.92763644,0.20280626,3.3746445,
b79,0,WT_swarmer,agar_4,(x=22.98 y=55.93),1,1,0.48338556,1.9383277,0.2613401,3.7146406,
b80,0,WT_swarmer,agar_4,(x=22.67 y=47.73),1,1,0.36266914,1.7253817,0.221742,3.2594848,
b81,0,WT_swarmer,agar_4,(x=22.38 y=4.47),1,1,0.2175105,1.1868682,0.18658742,3.21272,
b82,0,WT_swarmer,agar_4,(x=23.17 y=39.47),1,1,0.2774965,1.3333054,0.22178727,3.221545,
b83,0,WT_swarmer,agar_4,(x=23.33 y=44.13),1,1,0.37472188,1.546104,0.25587565,3.4759402,
b85,0,WT_swarmer,agar_4,(x=23.00 y=54.57),1,1,0.44699103,1.5263412,0.31097734,3.9037023,
b86,0,WT_swarmer,agar_4,(x=24.35 y=73.70),1,1,0.3509,1.1706463,0.33547992,4.3322783,
b87,0,WT_swarmer,agar_4,(x=24.65 y=43.75),1,1,0.18102735,0.9700348,0.19119157,3.5818868,
b88,0,WT_swarmer,agar_4,(x=24.83 y=44.96),1,1,0.32636914,1.4566308,0.2398063,3.9975898,
b89,0,WT_swarmer,agar_4,(x=25.08 y=59.11),1,1,0.47133282,1.8844659,0.26358518,3.6454778,
b90,0,WT_swarmer,agar_4,(x=25.37 y=64.38),1,1,0.72496015,2.2629652,0.34421623,3.6930482,
b91,0,WT_swarmer,agar_4,(x=25.15 y=22.83),1,1,0.4592328,1.5671977,0.32266948,3.6085722,
b92,0,WT_swarmer,agar_4,(x=25.53 y=37.35),1,1,0.39854375,1.5137553,0.27966306,3.2998238,
b93,0,WT_swarmer,agar_4,(x=25.99 y=32.70),1,1,0.3987328,1.589077,0.26501894,3.7305312,
b94,0,WT_swarmer,agar_4,(x=26.43 y=73.91),1,1,0.4473219,1.5491529,0.31783837,4.01801,
b95,0,WT_swarmer,agar_4,(x=26.59 y=24.88),1,1,0.3020746,1.4875743,0.21559565,3.267025,
b96,0,WT_swarmer,agar_4,(x=26.23 y=27.56),1,1,0.5558674,1.5605232,0.39227164,3.3733928,
b97,0,WT_swarmer,agar_4,(x=27.03 y=41.27),1,1,0.39906368,1.6314086,0.256402,3.1600285,
b98,0,WT_swarmer,agar_4,(x=27.31 y=52.30),1,1,0.5558438,1.7478038,0.34521827,3.7116604,
b99,0,WT_swarmer,agar_4,(x=27.33 y=66.70),1,1,0.44741642,1.3462135,0.37034804,4.223931,
b100,0,WT_swarmer,agar_4,(x=27.39 y=35.21),1,1,0.39868554,1.607544,0.261973,3.433284,
b101,0,WT_swarmer,agar_4,(x=28.01 y=38.85),1,1,0.3745801,1.6777505,0.2370218,3.4662108,
b102,0,WT_swarmer,agar_4,(x=28.01 y=58.44),1,1,0.44684923,1.657793,0.2829035,3.4985304,
b104,0,WT_swarmer,agar_4,(x=28.34 y=48.71),1,1,0.5438855,1.878378,0.30512393,3.7233233,
b105,0,WT_swarmer,agar_4,(x=28.79 y=27.16),1,1,0.59219104,2.1861522,0.28284767,3.899859,
b106,0,WT_swarmer,agar_4,(x=29.22 y=40.54),1,1,0.44727463,1.7116479,0.275678,3.3253088,
b107,0,WT_swarmer,agar_4,(x=28.69 y=60.91),1,1,0.41054922,1.4334419,0.30216664,3.7080884,
b108,0,WT_swarmer,agar_4,(x=28.87 y=66.46),1,1,0.58004373,1.8641214,0.3372257,3.5966816,
b109,0,WT_swarmer,agar_4,(x=29.65 y=56.75),1,1,0.53136015,1.8919934,0.29619542,4.019989,
b110,0,WT_swarmer,agar_4,(x=29.65 y=59.56),1,1,0.39882734,1.5403024,0.27340984,3.5743258,
b111,0,WT_swarmer,agar_4,(x=30.09 y=57.55),1,1,0.49572188,1.676402,0.3137322,3.9349124,
b112,0,WT_swarmer,agar_4,(x=30.61 y=54.76),1,1,0.48352736,1.7566425,0.29039547,3.932279,
b113,0,WT_swarmer,agar_4,(x=30.06 y=51.58),1,1,0.2902582,1.1511234,0.27064857,3.9030037,
b114,0,WT_swarmer,agar_4,(x=30.18 y=35.20),1,1,0.5320219,1.9781046,0.28169143,3.70319,
b115,0,WT_swarmer,agar_4,(x=30.82 y=52.26),1,1,0.5555602,1.9896525,0.29200608,3.6120427,
b116,0,WT_swarmer,agar_4,(x=30.39 y=18.39),1,1,0.21754004,1.1616726,0.19233172,3.2119584,
b117,0,WT_swarmer,agar_4,(x=31.82 y=56.31),1,1,0.38672736,1.5281858,0.2686293,3.7914352,
b118,0,WT_swarmer,agar_4,(x=32.42 y=47.66),1,1,0.5558438,1.9949447,0.29123354,3.547444,
b119,0,WT_swarmer,agar_4,(x=31.82 y=43.82),1,1,0.51973283,1.7437234,0.31448877,3.774261,
b120,0,WT_swarmer,agar_4,(x=32.58 y=35.07),1,1,0.44727463,1.6991743,0.277701,3.5168717,
b121,0,WT_swarmer,agar_4,(x=33.11 y=56.84),1,1,0.5805164,1.9348363,0.31596863,4.0478106,
b122,0,WT_swarmer,agar_4,(x=33.53 y=38.55),1,1,0.41064376,1.6024836,0.2707624,3.6699839,
b123,0,WT_swarmer,agar_4,(x=33.41 y=49.22),1,1,0.47114375,1.4582106,0.3568985,3.6640208,
b124,0,WT_swarmer,agar_4,(x=33.76 y=63.91),1,1,0.44694376,1.5181855,0.31264716,4.090448,
b125,0,WT_swarmer,agar_4,(x=34.63 y=41.63),1,1,0.43484375,1.6444772,0.27748695,3.3930383,
b126,0,WT_swarmer,agar_4,(x=34.42 y=27.74),1,1,0.5075383,1.8061517,0.29518655,3.4375126,
b127,0,WT_swarmer,agar_4,(x=35.02 y=38.37),1,1,0.4351746,1.6608167,0.27805802,3.475676,
b128,0,WT_swarmer,agar_4,(x=35.50 y=67.15),1,1,0.6645547,1.9536406,0.3663901,4.1667433,
b129,0,WT_swarmer,agar_4,(x=36.32 y=48.39),1,1,0.48314923,1.6846265,0.3045877,3.4545026,
b130,0,WT_swarmer,agar_4,(x=36.18 y=10.92),1,1,0.3142219,1.4463793,0.23255861,3.2197797,
b131,0,WT_swarmer,agar_4,(x=36.45 y=20.20),1,1,0.25381643,1.3304597,0.19478635,3.2545557,
b132,0,WT_swarmer,agar_4,(x=36.81 y=18.30),1,1,0.45918557,1.8174143,0.26541826,3.6528575,
b133,0,WT_swarmer,agar_4,(x=36.90 y=64.09),1,1,0.47086015,1.5808672,0.32829675,3.6689422,
b134,0,WT_swarmer,agar_4,(x=37.58 y=20.87),1,1,0.36269277,1.6528268,0.23007122,3.3530521,
b135,0,WT_swarmer,agar_4,(x=37.25 y=28.59),1,1,0.33823282,1.4494276,0.24992216,3.5675082,
b136,0,WT_swarmer,agar_4,(x=37.93 y=42.91),1,1,0.4834801,1.8470113,0.27491167,3.6006804,
b137,0,WT_swarmer,agar_4,(x=38.08 y=37.11),1,1,0.3261328,1.3794297,0.2516543,3.3792653,
b138,0,WT_swarmer,agar_4,(x=37.72 y=65.19),1,1,0.38672736,1.3580796,0.3029441,4.1162868,
b139,0,WT_swarmer,agar_4,(x=38.83 y=50.89),1,1,0.43484375,1.6270331,0.280462,3.8180332,
b140,0,WT_swarmer,agar_4,(x=39.59 y=51.31),1,1,0.639882,1.9872514,0.3485923,3.9193134,
b141,0,WT_swarmer,agar_4,(x=39.36 y=63.51),1,1,0.58013827,1.9682441,0.3088393,4.2635927,
b142,0,WT_swarmer,agar_4,(x=39.94 y=71.22),1,1,0.59233284,1.7825822,0.36228883,4.1505475,
b143,0,WT_swarmer,agar_4,(x=40.55 y=74.03),1,1,0.6284438,1.7606609,0.38925645,4.232768,
b144,0,WT_swarmer,agar_4,(x=40.40 y=12.58),1,1,0.24164551,1.0800164,0.24341734,3.3657334,
b145,0,WT_swarmer,agar_4,(x=40.60 y=19.98),1,1,0.33835098,1.3472131,0.2672146,3.7162318,
b146,0,WT_swarmer,agar_4,(x=40.44 y=11.28),1,1,0.20541641,0.98784894,0.2219841,3.3632333,
b148,0,WT_swarmer,agar_4,(x=41.42 y=67.25),1,1,0.6043383,1.8160235,0.36287704,4.2457476,
b149,0,WT_swarmer,agar_4,(x=41.11 y=23.44),1,1,0.44694376,1.7873645,0.26277918,3.375886,
b150,0,WT_swarmer,agar_4,(x=42.01 y=16.05),1,1,0.19329278,1.0274522,0.1897835,3.3084962,
b151,0,WT_swarmer,agar_4,(x=41.98 y=4.48),1,1,0.26587504,1.538812,0.17374235,3.0723186,
b152,0,WT_swarmer,agar_4,(x=41.99 y=25.62),1,1,0.16921094,0.95597214,0.18107161,3.140065,
b153,0,WT_swarmer,agar_4,(x=42.75 y=24.24),1,1,0.14486915,0.9801195,0.15137991,2.98975,
b154,0,WT_swarmer,agar_4,(x=42.87 y=58.84),1,1,0.35033283,1.2799983,0.29431108,3.5582812,
b155,0,WT_swarmer,agar_4,(x=43.44 y=61.88),1,1,0.4228383,1.4287038,0.31208634,3.6379652,
b156,0,WT_swarmer,agar_4,(x=43.24 y=55.08),1,1,0.57966566,1.8000761,0.35144582,4.008967,
b157,0,WT_swarmer,agar_4,(x=43.54 y=17.31),1,1,0.495391,1.7188276,0.30420342,3.4636896,
b158,0,WT_swarmer,agar_4,(x=44.40 y=62.55),1,1,0.6403547,1.8474563,0.37810394,3.7532473,
b159,0,WT_swarmer,agar_4,(x=44.03 y=58.42),1,1,0.3620547,1.5944904,0.240108,3.311695,
b160,0,WT_swarmer,agar_4,(x=44.13 y=6.60),1,1,0.19334005,1.2919401,0.15109932,3.1525505,
b161,0,WT_swarmer,agar_4,(x=44.34 y=32.69),1,1,0.5682746,1.9581375,0.30396765,3.5693781,
b162,0,WT_swarmer,agar_4,(x=44.16 y=9.20),1,1,0.1933755,1.0019832,0.19743697,3.2446613,
b163,0,WT_swarmer,agar_4,(x=44.56 y=55.31),1,1,0.48324376,1.5732296,0.3383498,3.832114,
b164,0,WT_swarmer,agar_4,(x=44.92 y=40.66),1,1,0.24181095,1.2618784,0.1933732,3.6356394,
b165,0,WT_swarmer,agar_4,(x=45.31 y=39.71),1,1,0.51916564,1.9739143,0.27587545,3.8723798,
b166,0,WT_swarmer,agar_4,(x=45.58 y=34.13),1,1,0.36238554,1.4792674,0.2623724,3.473239,
b167,0,WT_swarmer,agar_4,(x=45.32 y=68.54),1,1,0.25362736,0.91226655,0.3025584,4.0621114,
b168,0,WT_swarmer,agar_4,(x=45.76 y=70.14),1,1,0.5311711,1.8111851,0.30838528,4.070543,
b169,0,WT_swarmer,agar_4,(x=47.58 y=69.04),1,1,0.77402186,2.123294,0.39200255,4.2388153,
b170,0,WT_swarmer,agar_4,(x=48.69 y=47.17),1,1,0.9057039,2.2003734,0.45204058,3.7561347,
b171,0,WT_swarmer,agar_4,(x=47.40 y=64.37),1,1,0.38672736,1.4495219,0.28560936,3.532347,
b172,0,WT_swarmer,agar_4,(x=48.64 y=16.90),1,1,0.4832674,1.7236485,0.29595533,3.4014637,
b173,0,WT_swarmer,agar_4,(x=47.93 y=20.72),1,1,0.2901164,1.3884065,0.21332152,3.3900392,
b174,0,WT_swarmer,agar_4,(x=48.36 y=12.97),1,1,0.3022164,1.5231198,0.19946818,3.4382567,
b175,0,WT_swarmer,agar_4,(x=48.30 y=63.71),1,1,0.35042736,1.5109252,0.24622555,3.1473503,
b176,0,WT_swarmer,agar_4,(x=49.01 y=53.80),1,1,0.42302737,1.7347485,0.25730383,3.8024795,
b177,0,WT_swarmer,agar_4,(x=48.87 y=62.16),1,1,0.36224377,1.4288319,0.26747602,4.0760007,
b179,0,WT_swarmer,agar_4,(x=49.87 y=55.57),1,1,0.9177094,2.3115005,0.4338924,4.254994,
b180,0,WT_swarmer,agar_4,(x=49.57 y=43.38),1,1,0.49562734,1.801699,0.28887087,3.9345782,
b181,0,WT_swarmer,agar_4,(x=50.38 y=16.71),1,1,0.2657746,1.305475,0.20560692,3.5250442,
b182,0,WT_swarmer,agar_4,(x=50.92 y=32.03),1,1,0.36252734,1.4319712,0.26689112,3.7707355,
b183,0,WT_swarmer,agar_4,(x=51.70 y=44.11),1,1,0.30183828,1.3533314,0.23750709,3.2980084,
b184,0,WT_swarmer,agar_4,(x=51.36 y=63.86),1,1,0.56794375,1.8307153,0.3258978,4.317422,
b185,0,WT_swarmer,agar_4,(x=52.45 y=39.75),1,1,0.5678492,2.0682938,0.28566134,3.793689,
b186,0,WT_swarmer,agar_4,(x=52.61 y=30.61),1,1,0.49591094,1.5895971,0.34323737,3.3405547,
b187,0,WT_swarmer,agar_4,(x=52.55 y=45.95),1,1,0.5434602,1.7085977,0.34546405,4.1125975,
b188,0,WT_swarmer,agar_4,(x=52.90 y=22.93),1,1,0.31426916,1.1811914,0.28246272,3.7883294,
b189,0,WT_swarmer,agar_4,(x=53.09 y=33.84),1,1,0.5442164,1.8256696,0.3128906,3.9521961,
b190,0,WT_swarmer,agar_4,(x=53.44 y=45.19),1,1,0.59176564,2.2314708,0.2763914,4.172091,
b191,0,WT_swarmer,agar_4,(x=53.94 y=36.00),1,1,0.48352736,1.8913994,0.26935354,3.6896207,
b192,0,WT_swarmer,agar_4,(x=53.73 y=71.27),1,1,0.54336566,1.757821,0.33578828,4.0732207,
b193,0,WT_swarmer,agar_4,(x=54.43 y=67.65),1,1,0.53164375,1.4781168,0.39722914,3.9675655,
b194,0,WT_swarmer,agar_4,(x=54.69 y=75.25),1,1,0.74849844,1.9618165,0.4113025,4.0268087,
b195,0,WT_swarmer,agar_4,(x=54.74 y=65.60),1,1,0.7492547,2.3372917,0.3428219,4.215038,
b196,0,WT_swarmer,agar_4,(x=54.86 y=32.53),1,1,0.16892734,0.9422678,0.18634564,3.0925713,
b197,0,WT_swarmer,agar_4,(x=55.16 y=44.98),1,1,0.5921438,1.9771872,0.31384906,4.2743526,
b198,0,WT_swarmer,agar_4,(x=55.48 y=22.59),1,1,0.35019103,1.5093215,0.24648726,3.2888184,
b199,0,WT_swarmer,agar_4,(x=55.66 y=34.05),1,1,0.2299,1.3696126,0.1711975,2.9402332,
b200,0,WT_swarmer,agar_4,(x=55.90 y=51.20),1,1,0.35071096,1.3292639,0.28049535,4.41028,
b201,0,WT_swarmer,agar_4,(x=56.13 y=34.58),1,1,0.19331641,1.3071134,0.14809105,3.012028,
b202,0,WT_swarmer,agar_4,(x=56.02 y=58.80),1,1,0.4240672,1.45812,0.31054074,3.8028712,
b203,0,WT_swarmer,agar_4,(x=56.51 y=56.43),1,1,0.44666016,1.5937835,0.29626274,3.8306158,
b204,0,WT_swarmer,agar_4,(x=56.44 y=45.46),1,1,0.64082736,1.9012804,0.36507717,4.1242447,
b205,0,WT_swarmer,agar_4,(x=57.35 y=52.13),1,1,0.37462735,1.5328671,0.259439,3.302581,
b206,0,WT_swarmer,agar_4,(x=56.92 y=32.14),1,1,0.3016492,1.364571,0.23554769,3.4303052,
b207,0,WT_swarmer,agar_4,(x=57.94 y=51.75),1,1,0.5082945,1.7112124,0.32194048,3.4640338,
b208,0,WT_swarmer,agar_4,(x=57.86 y=42.63),1,1,0.62863284,1.7407839,0.3918205,3.6035805,
b209,0,WT_swarmer,agar_4,(x=58.15 y=70.85),1,1,0.52011096,1.64977,0.3442456,4.344083,
b210,0,WT_swarmer,agar_4,(x=58.31 y=67.60),1,1,0.7123875,2.4029586,0.30846012,4.318905,
b211,0,WT_swarmer,agar_4,(x=59.07 y=27.42),1,1,0.3499547,1.494307,0.24896246,3.446596,
b213,0,WT_swarmer,agar_4,(x=59.07 y=34.96),1,1,0.43512735,1.5486164,0.29666302,3.6301937,
b214,0,WT_swarmer,agar_4,(x=59.41 y=28.50),1,1,0.42274377,1.7319967,0.2577114,3.3136373,
b215,0,WT_swarmer,agar_4,(x=59.59 y=41.32),1,1,0.43493828,1.497087,0.30848756,3.7289214,
b216,0,WT_swarmer,agar_4,(x=60.54 y=39.03),1,1,0.43541095,1.6775469,0.27528447,3.7012167,
b217,0,WT_swarmer,agar_4,(x=61.83 y=43.89),1,1,0.73696566,2.280541,0.34725523,3.730373,
b218,0,WT_swarmer,agar_4,(x=62.38 y=66.90),1,1,0.9184656,2.0279665,0.50085527,4.112442,
b219,0,WT_swarmer,agar_4,(x=61.46 y=13.69),1,1,0.22956915,1.0730897,0.2327372,3.3967962,
b220,0,WT_swarmer,agar_4,(x=61.90 y=48.44),1,1,0.5439328,1.5637095,0.3829615,3.9624782,
b221,0,WT_swarmer,agar_4,(x=62.88 y=76.14),1,1,0.5325891,1.6445533,0.3533688,4.3890553,
b222,0,WT_swarmer,agar_4,(x=63.00 y=3.72),1,1,0.21755186,1.1742417,0.18859328,3.2808867,
b223,0,WT_swarmer,agar_4,(x=63.04 y=8.54),1,1,0.30212188,1.4105536,0.22578602,3.2287753,
b224,0,WT_swarmer,agar_4,(x=63.13 y=41.04),1,1,0.55631644,1.8730422,0.3099185,3.8113523,
b225,0,WT_swarmer,agar_4,(x=63.76 y=34.36),1,1,0.42331094,1.8526756,0.23840047,3.5001845,
b226,0,WT_swarmer,agar_4,(x=63.55 y=38.87),1,1,0.36224377,1.6131076,0.23733625,3.6040506,
b227,0,WT_swarmer,agar_4,(x=63.29 y=46.53),1,1,0.65264374,2.0175967,0.34982693,4.112344,
b228,0,WT_swarmer,agar_4,(x=63.78 y=51.05),1,1,0.4582875,1.51331,0.33205414,3.745938,
b229,0,WT_swarmer,agar_4,(x=64.23 y=71.91),1,1,0.8345219,2.4383297,0.36557585,4.291384,
b230,0,WT_swarmer,agar_4,(x=64.26 y=35.00),1,1,0.38672736,1.5429913,0.26466078,3.6514482,
b231,0,WT_swarmer,agar_4,(x=64.74 y=66.69),1,1,0.66436565,2.0744934,0.3448004,4.245635,
b232,0,WT_swarmer,agar_4,(x=64.29 y=17.39),1,1,0.32622734,1.249376,0.28072974,3.9199026,
b233,0,WT_swarmer,agar_4,(x=65.28 y=16.76),1,1,0.16916367,0.9826927,0.17614983,3.172625,
b234,0,WT_swarmer,agar_4,(x=65.29 y=42.69),1,1,0.57994926,1.7430917,0.3612037,3.9652677,
b235,0,WT_swarmer,agar_4,(x=65.32 y=55.46),1,1,0.8097547,2.2442818,0.38757473,4.102139,
b236,0,WT_swarmer,agar_4,(x=65.53 y=22.43),1,1,0.31431642,1.2593925,0.2681795,3.3112645,
b237,0,WT_swarmer,agar_4,(x=66.28 y=61.88),1,1,0.54336566,1.8099694,0.31560603,4.078095,
b238,0,WT_swarmer,agar_4,(x=66.45 y=53.21),1,1,0.51973283,1.7272162,0.3265497,3.7616675,
b239,0,WT_swarmer,agar_4,(x=66.63 y=47.57),1,1,0.7847039,2.0609438,0.41223386,4.1342044,
b240,0,WT_swarmer,agar_4,(x=66.39 y=38.73),1,1,0.44666016,1.6854593,0.28160593,3.772165,
b241,0,WT_swarmer,agar_4,(x=66.80 y=31.00),1,1,0.49591094,1.7682838,0.29432958,3.233888,
b242,0,WT_swarmer,agar_4,(x=66.43 y=66.00),1,1,0.48324376,1.6461716,0.32092887,4.193103,
b243,0,WT_swarmer,agar_4,(x=67.81 y=39.00),1,1,0.39854375,1.6313838,0.2564061,3.4813712,
b244,0,WT_swarmer,agar_4,(x=67.83 y=49.20),1,1,0.38606563,1.811154,0.22428274,3.4977517,
b245,0,WT_swarmer,agar_4,(x=68.51 y=62.37),1,1,0.6288219,1.7710974,0.38696074,4.192035,
