tif_name,frame,bug_xy,innerback_xy,innerback_radius,innerback_radius_max,ellipse_center,ellipse_width,ellipse_height,ellipse_major,ellipse_minor,ellipse_angle,ellipse_angle_adjust,ellipse_center_intensity,ellipse_mean_intensity,area_ratio,z_sign,z_center,center,center_left,center_right,trackmate_ellipse_center,trackmate_ellipse_major,trackmate_ellipse_minor,trackmate_ellipse_angle,trackmate_z
Caulobacter_pair71,0,[4.73448153 6.29566673],[6.29708408 6.61311791],3.59765656592764,3.8035399003009065,"(42.50433349609375, 58.717491149902344)",7.829899311065674,15.414396286010742,15.414396286010742,7.829899311065674,78.01654815673828,2.932441963170693,32750.0,32529.21495327103,0.8650501260680767,-1,-2.2953919706077457,[ 4.67547668  6.45892403 -2.29539197],[ 5.11248356  6.37388744 -0.89032059],[ 4.27937153  6.57235943 -1.06162259],[4.73448153 6.29566673],1.5504900635963044,0.7256705994374656,-0.3635274925122271,-1.6673111524101927
Caulobacter_pair71,1,[4.51041358 4.62344616],[6.34705774 6.62188091],3.6024709178091863,3.8035399003009065,"(41.522125244140625, 43.17372131347656)",2.7388787269592285,5.28118371963501,5.28118371963501,2.7388787269592285,161.38812255859375,4.387550439054492,36044.0,34631.875,"[0.66018751 0.66018751 0.66018751 0.66018751 0.66018751 0.66018751
 0.66018751 0.66018751]",1,0.0,[4.56743378 4.74910934 0.        ],[nan nan  0.],[nan nan  0.],[4.51041358 4.62344616],1.0976168393740042,0.9673369696650774,0.9948208811546984,2.3231669332773888
Caulobacter_pair71,2,[4.71415259 4.57851699],[6.3782285  6.58575955],3.6019363075936117,3.8035399003009065,"(43.5, 41.0)",4.391550540924072,8.215838432312012,8.215838432312012,4.391550540924072,0.0,1.5707963267948966,36123.0,35074.970588235294,"[0.52933621 0.52933621 0.52933621 0.52933621 0.52933621 0.52933621
 0.52933621]",1,0.3360254375926437,[4.785      4.51       0.33602544],[nan nan  0.],[nan nan  0.],[4.71415259 4.57851699],1.855306206203382,1.1341341830622538,-1.1873850437232931,2.7578025017038073
Caulobacter_pair71,3,[4.90691206 4.23667517],[6.37375968 6.58800816],3.595514784778786,3.8035399003009065,"(44.2243537902832, 38.155941009521484)",2.9727165699005127,9.085762977600098,9.085762977600098,2.9727165699005127,32.59309005737305,2.1396530616950837,35591.0,35145.65,[0.73067948 0.73067948 0.73067948 0.73067948 0.73067948 0.73067948],1,0.0,[4.86467892 4.19715351 0.        ],[5.05503593 4.01316921 0.        ],[4.72461296 4.44360783 0.        ],[4.90691206 4.23667517],1.740791404813118,1.0671317246445713,2.50423115470434,2.5906801127001997
Caulobacter_pair71,4,[5.325116   4.02552178],[6.3968759  6.59986087],3.5965858347831148,3.8035399003009065,"(48.43087387084961, 36.66368103027344)",4.8511271476745605,9.325844764709473,9.325844764709473,4.8511271476745605,47.0261344909668,2.3915572081479346,36775.0,35731.68421052631,[0.50658437 0.50658437 0.50658437 0.50658437 0.50658437 0.50658437],1,0.49378603281037803,[5.32739613 4.03300491 0.49378603],[nan nan  0.],[nan nan  0.],[5.325116   4.02552178],1.9294301270169143,1.0198820858991329,-0.6207945446838026,2.545981720341147
Caulobacter_pair71,5,[5.8495258  3.92392958],[6.43829171 6.57821132],3.5965858347831143,3.8035399003009065,"(52.74497604370117, 35.11741638183594)",4.4600090980529785,10.24754524230957,10.24754524230957,4.4600090980529785,47.425289154052734,2.398523771243473,38081.0,35904.25806451613,[0.73824481 0.73824481 0.73824481 0.73824481 0.73824481 0.73824481],1,0.35892386833425594,[5.80194736 3.8629158  0.35892387],[6.02799992 3.71799992 0.        ],[5.64149349 4.09990566 0.        ],[5.8495258  3.92392958],1.6863262741783953,1.2471169423604003,-0.4899243237581478,2.6259009266308744
Caulobacter_pair71,6,[6.2124179 3.7819171],[6.43389202 6.63959433],3.543180244734512,3.8035399003009065,"(56.83846664428711, 33.692970275878906)",4.713345527648926,9.155549049377441,9.155549049377441,4.713345527648926,81.50297546386719,2.9932915988115316,39123.0,37473.5,0.8261415744575848,1,0.44548188662440946,[6.25223133 3.70622673 0.44548189],[6.53357426 3.72883358 0.        ],[6.03883358 3.78357426 0.        ],[6.2124179 3.7819171],1.5433351399821813,1.1271102172851852,0.0405107850848646,2.41167876343516
Caulobacter_pair71,7,[6.76052852 3.74849597],[6.45700773 6.50786282],3.5922997187545067,3.8035399003009065,"(62.46488571166992, 35.211456298828125)",6.765451908111572,10.083372116088867,10.083372116088867,6.765451908111572,103.6732406616211,3.380235722552649,37804.0,37194.25842696629,0.8492174495920982,1,1.2641688029334,[6.87113743 3.87326019 1.2641688 ],[7.18938774 3.99938816 0.        ],[6.63347828 3.87391312 0.        ],[6.76052852 3.74849597],1.4405754040032661,0.9702420523773578,0.2227108884471667,2.3389075124089493
Caulobacter_pair71,8,[7.16772229 4.1060556 ],[6.4610676  6.50752185],3.6005994347763077,3.8035399003009065,"(65.82569885253906, 38.617958068847656)",8.696710586547852,12.627272605895996,12.627272605895996,8.696710586547852,127.4725112915039,3.795611354617289,36859.0,35455.052083333336,0.9217489960157714,1,2.2656680344497864,[7.24082687 4.24797539 2.26566803],[7.56999939 4.48999981 0.35187659],[7.00288574 4.06928959 0.19131406],[7.16772229 4.1060556 ],1.1663304251278985,0.8529065659789198,0.6446829824224842,1.744798441660643
Caulobacter_pair71,9,[7.61849405 4.79604422],[6.4264199  6.47220265],3.593371727050156,3.8035399003009065,"(69.80010223388672, 43.466339111328125)",10.354389190673828,16.36994171142578,16.36994171142578,10.354389190673828,137.26409912109375,3.966506801241837,36179.0,34893.72602739726,0.9201838134785094,1,3.1836897059692317,[7.67801125 4.7812973  3.18368971],[7.99075577 5.13075577 1.02144605],[7.40933235 4.49102703 1.07125671],[7.61849405 4.79604422],0.9540618491324658,0.7551685780499944,1.0021607537795825,1.3098747725059612
